name,stem,Adams filtration,weight,cell,shift,h0info,h0target,h1info,h1target,h2info,h2target,drinfo,drtarget
g j1,79,11,45,0,0,,,,h1 g j1,,,,
_P h1^7 h6,79,11,42,1,2,,,,_P h1^8 h6,,,,
h1^8 h6 c0,79,12,45,0,0,,,,h1^9 h6 c0,,,,
D^2 n,79,13,41,0,-4,,,,,,,,
_t h2^2 d1 g^2,79,13,44,1,-2,,,,,,,,
h1 e1 g^2,79,13,46,0,0,,,,h1^2 e1 g^2,,,,
_D h1^2 d1 g,79,13,43,1,2,,,,_t^2 c1 g^3,,,,
P h1^8 h6,79,13,44,0,4,,,,P h1^9 h6,,,,
M e0^2,79,14,44,0,0,,,,M h1 e0^2,,M h0 e0 g,,
_h1^15 h6,79,15,46,1,-1,,,h,t g^4,,,,
c1 g^3,79,15,47,0,1,,,,,,h2 c1 g^3,,
D h1 e0^2 g,79,17,45,0,0,,,,,,,,
P^4 h0^7 Q',79,36,40,0,0,,P^4 h0^8 Q',,,,,,
P^4 h0^8 Q',79,37,40,0,0,,P^4 h0^9 Q',,,,,,
P^4 h0^9 Q',79,38,40,0,0,,P^4 h0^10 Q',,,,,,
P^4 h0^10 Q',79,39,40,0,0,,P^4 h0^11 Q',,,,,,
P^4 h0^11 Q',79,40,40,0,0,,,,,,,,
h1^2 h4 h6,80,4,42,0,0,,,,h1^3 h4 h6,,,,
h0 e2,80,5,42,0,0,,,,,,,,
h1 x1,80,6,43,0,-1,,,,h1^2 x1,,,,
h0 h6 e0,80,6,42,0,1,,,,,,h0^2 h6 g,,
_h1^2 m1,80,8,43,1,0,,,,,,,,
"h2 x77,8",80,9,43,0,-1,,,,,,,,
P h1 h6 c0,80,9,42,0,1,,,,P h1^2 h6 c0,,,,
P^2 h1 h6,80,10,41,0,-1,,,,P^2 h1^2 h6,,,,
_g j1,80,10,44,1,1,,,,_h1 g j1,h,g C',4,M e0^2
_h1^8 h6 c0,80,11,44,1,0,,,,_h1^9 h6 c0,,,,
D h1 B6,80,12,43,0,-4,,,,D h1^2 B6,,,,
h1 g j1,80,12,46,0,-2,,,,h1^2 g j1,,,,
_h1 e1 g^2,80,12,45,1,0,,,,_h1^2 e1 g^2,,,,
_P h1^8 h6,80,12,43,1,2,,,,_P h1^9 h6,,,,
D^2 d1,80,12,42,0,4,,,,D^2 h1 d1,,D^2 h2 d1,,
h1^9 h6 c0,80,13,46,0,0,,,,h1^10 h6 c0,,,,
h1^2 e1 g^2,80,14,47,0,-3,,,,h1^3 e1 g^2,,,,
_t^2 c1 g^3,80,14,44,1,-1,,,,,,,,
D^3 h1 h3,80,14,41,0,1,,,,D^3 h1^2 h3,,,,
P h1^9 h6,80,14,45,0,3,,,,P h1^10 h6,,,,
M h1 e0^2,80,15,45,0,0,,,,,,,,
t g^4,80,16,47,0,0,,,,t h1 g^4,,,,
h0 g^4,80,17,48,0,0,,h0^2 g^4,,,,h0 h2 g^4,,
h0^2 g^4,80,18,48,0,0,,,,,,,,
P^9 c0,80,39,41,0,0,,,,loc,,,,
h2 h4 h6,81,3,42,0,0,,h0 h2 h4 h6,,,,h2^2 h4 h6,,
h0 h2 h4 h6,81,4,42,0,0,,,,,,,,
h1^3 h4 h6,81,5,43,0,0,,,,,,,,
h2 T1,81,7,44,0,-1,,,,,,,,
h1^2 x1,81,7,44,0,1,,,,h1^3 x1,,,,
"_h1^4 x76,6",81,9,43,1,0,,,,,,,,
P h1^2 h6 c0,81,10,43,0,-1,,,,P h1^3 h6 c0,,,,
g A',81,10,44,0,1,,,,,,h2 g A',,
_D h1 B6,81,11,42,1,-2,h,D^2 p,,_D h1^2 B6,,,,
P^2 h1^2 h6,81,11,42,0,0,,,,P^2 h1^3 h6,,,,
_h1 g j1,81,11,45,1,2,,,,_h1^2 g j1,,,4,M h1 e0^2
_h1^9 h6 c0,81,12,45,1,-1,,,,_h1^10 h6 c0,,,,
D^2 p,81,12,42,0,1,,,,,,,,
D h1^2 B6,81,13,44,0,-4,,,,,,,,
h1^2 g j1,81,13,47,0,-2,,,,,,,,
_h1^2 e1 g^2,81,13,46,1,0,,,,_h1^3 e1 g^2,,,,
_P h1^9 h6,81,13,44,1,2,,,,_P h1^10 h6,,,,
D^2 h1 d1,81,13,43,0,4,,,,D^2 h1^2 d1,,,,
h1^10 h6 c0,81,14,47,0,0,,,,h1^11 h6 c0,,,,
h1^3 e1 g^2,81,15,48,0,-2,,,,,,,,
D^3 h1^2 h3,81,15,42,0,0,,,,,,,,
P h1^10 h6,81,15,46,0,2,,,,P h1^11 h6,,,,
_t h0^2 g^4,81,17,46,1,-1,,,,,h,d0 m^2,,
t h1 g^4,81,17,48,0,1,,,,,,,,
P^10 h1,81,41,41,0,0,,,,loc,,,,
h6 c1,82,4,43,0,0,,,,,,h2 h6 c1,,
h2 x1,82,6,44,0,-1,,,,,,,,
_h1^2 x1,82,6,43,1,1,,,,_h1^3 x1,,,,
h0^2 h4 Q3,82,8,44,0,-2,,,,,,,,
h1^3 x1,82,8,45,0,0,,,,h1^4 x1,,,,
e1 g2,82,8,45,0,2,,,,,,h1^3 h4 Q3,,
_P h1^2 h6 c0,82,9,42,1,0,h,P^2 h2 h6,,_P h1^3 h6 c0,,,,
P^2 h2 h6,82,10,42,0,0,,P^2 h0 h2 h6,,,,,,
P h1^3 h6 c0,82,11,44,0,-1,,,,P h1^4 h6 c0,,,,
P^2 h0 h2 h6,82,11,42,0,1,,,,,,,,
_D h1^2 B6,82,12,43,1,-3,,,h,D^2 h2 d1,,,,
P^2 h1^3 h6,82,12,43,0,-1,,,,P^2 h1^4 h6,,,,
_h1^2 g j1,82,12,46,1,1,,,,,,,,
(D e1 + C0) g,82,12,45,0,3,,,,D h1 e1 g,,,,
_h1^10 h6 c0,82,13,46,1,0,,,,_h1^11 h6 c0,,,,
_h1^3 e1 g^2,82,14,47,1,-2,,,,,,,,
_P h1^10 h6,82,14,45,1,0,,,,_P h1^11 h6,,,,
D^2 h1^2 d1,82,14,44,0,2,,,,,,,,
h1^11 h6 c0,82,15,48,0,-1,,,,h1^12 h6 c0,,,,
M h0 e0 g,82,15,46,0,1,,,,,,M h0^2 g^2,,
h2 c1 g^3,82,16,49,0,-2,,,,,,,,
P h1^11 h6,82,16,47,0,0,,,,,,,,
D^2 e0^2,82,16,44,0,2,,,,D^2 h1 e0^2,,D^2 h0 e0 g,,
c0 e0^2 g^2,82,19,49,0,0,,,,h1 c0 e0^2 g^2,,,,
t h6 g,83,5,43,0,0,,,,t h1 h6 g,,,,
h0 h6 g,83,6,44,0,0,,h0^2 h6 g,,,,h0 h2 h6 g,,
h0^2 h6 g,83,7,44,0,-2,,,,,,,,
h1 h4 Q3,83,7,45,0,0,,,,h1^2 h4 Q3,,,,
_h1^3 x1,83,7,44,1,2,,,,_h1^4 x1,,,,
h1^4 x1,83,9,46,0,0,,,,h1^5 x1,,,,
_P h1^3 h6 c0,83,10,43,1,0,,,,_P h1^4 h6 c0,,,,
_h1 g B7,83,11,45,1,-2,,,,,,,,
D j1,83,11,45,0,0,,,,D h1 j1,,,,
g C',83,11,46,0,2,,,,,,h2 g C',4,M h0 e0 g
P h1^4 h6 c0,83,12,45,0,0,,,,P h1^5 h6 c0,,,,
D^2 h2 d1,83,13,44,0,-3,,,,,,,,
P^2 h1^4 h6,83,13,44,0,-1,,,,P^2 h1^5 h6,,,,
D h1 e1 g,83,13,46,0,1,,,,D h1^2 e1 g,,,,
_D^2 h1^2 d1,83,13,43,1,3,,,h,D^2 T,,,,
_h1^11 h6 c0,83,14,47,1,-1,,,,_h1^12 h6 c0,,,,
_t M h0 e0 g,83,14,44,1,1,,,h,M D h1 d0,,_t M h0^2 g^2,,
_P h1^11 h6,83,15,46,1,-1,,,,_t^2 h2 g^4,,,,
_t h2 c1 g^3,83,15,47,1,1,,,,,,,,
h1^12 h6 c0,83,16,49,0,0,,,,h1^13 h6 c0,,,,
D^2 h1 e0^2,83,17,45,0,-1,,,,,,,,
h2 g^4,83,17,50,0,1,,h0 h2 g^4,,,,h2^2 g^4,,
h0 h2 g^4,83,18,50,0,0,,,,,,,,
h1 c0 e0^2 g^2,83,20,50,0,0,,,,,,,,
_P^9 h1^2 c0,83,40,42,1,0,h,P^10 h2,,loc,,,,
P^10 h2,83,41,42,0,0,,P^10 h0 h2,,,,,,
P^10 h0 h2,83,42,42,0,0,,,,,,,,
h2^2 h4 h6,84,4,44,0,-1,,,,,,,,
f2,84,4,44,0,1,,,,h1 f2,,h1^2 c3,,
t h1 h6 g,84,6,44,0,0,,,,,,,,
h1^2 h4 Q3,84,8,46,0,-1,,,,h1^3 h4 Q3,,,,
_h1^4 x1,84,8,45,1,1,,,,_h1^5 x1,,,,
h2 c1 H1,84,9,46,0,0,,,,,,,,
h1^5 x1,84,10,47,0,-2,,,,,,,,
"P x76,6",84,10,45,0,0,,,,"P h1 x76,6",,,,
_D j1,84,10,44,1,2,,,,_D h1 j1,,_t h2 g C',4,_t M h0 e0 g
h2 g A',84,11,46,0,-1,,,,,,t h1 g G0,,
_P h1^4 h6 c0,84,11,44,1,1,,,,_P h1^5 h6 c0,,,,
D h1 j1,84,12,46,0,-3,,,,D h1^2 j1,,,,
_P^2 h1^4 h6,84,12,43,1,-1,,,,_P^2 h1^5 h6,,,,
_D h1 e1 g,84,12,45,1,1,,,,_D h1^2 e1 g,,,,
d1^2 g,84,12,48,0,3,,,,h1 d1^2 g,,h1^2 d1 i1,,
P h1^5 h6 c0,84,13,46,0,0,,,,P h1^6 h6 c0,,,,
P^2 h1^5 h6,84,14,45,0,-2,,,,P^2 h1^6 h6,,,,
D h1^2 e1 g,84,14,47,0,0,,,,,,,,
D^2 T,84,14,44,0,2,,,,,,,,
_h1^12 h6 c0,84,15,48,1,-1,,,,_h1^13 h6 c0,,,,
M D h1 d0,84,15,45,0,1,,,,,,,,
_t^2 h2 g^4,84,16,47,1,0,,,h,t D h1 g^3,,,,
_t h0 h2 g^4,84,17,48,1,-1,h,d0 m^2,,,h,D h2^2 e0 g^2,,
h1^13 h6 c0,84,17,50,0,1,,,,h1^14 h6 c0,,,,
d0 m^2,84,18,48,0,0,,,,,,,,
h2 h6 c1,85,5,45,0,-1,,,,,,,,
h1 f2,85,5,45,0,1,,,,h1^2 f2,,,,
h0^3 c3,85,6,44,0,-1,,,,,,,,
"x85,6",85,6,45,0,1,,,,"h1 x85,6",,,,
h2 h4 Q3,85,7,46,0,0,,h0 h2 h4 Q3,,,,,,
h0 h2 h4 Q3,85,8,46,0,-1,,,,,,,,
h6 c0 d0,85,8,45,0,1,,,,h1 h6 c0 d0,,,,
h1^3 h4 Q3,85,9,47,0,-1,,,,,,,,
_h1^5 x1,85,9,46,1,1,,,,,,,,
_t h2 g A',85,10,44,1,-1,,,,,,_t^2 h1 g G0,,
h2 g H1,85,10,47,0,1,,,,,,h2^2 g H1,,
"P h1 x76,6",85,11,46,0,-2,,,,,,,,
d1 i1,85,11,48,0,0,,,,h1 d1 i1,,,,
_D h1 j1,85,11,45,1,2,,,,_D h1^2 j1,,,4,M D h1 d0
_P h1^5 h6 c0,85,12,45,1,0,,,,_P h1^6 h6 c0,,,,
D h1^2 j1,85,13,47,0,-4,,,,,,,,
D^2 x,85,13,44,0,-2,,D^2 h0 x,,,,,,
_P^2 h1^5 h6,85,13,44,1,0,,,,_P^2 h1^6 h6,,,,
_D h1^2 e1 g,85,13,46,1,2,,,h,t B5 g,,,,
h1 d1^2 g,85,13,49,0,4,,,,h1^2 d1^2 g,,,,
P h1^6 h6 c0,85,14,47,0,-2,,,,P h1^7 h6 c0,,,,
D^2 h0 x,85,14,44,0,0,,D^2 h0^2 x,,,,,,
M g^2,85,14,48,0,2,,M h0 g^2,,M h1 g^2,,M h2 g^2,,
P^2 h1^6 h6,85,15,46,0,-2,,,,P^2 h1^7 h6,,,,
D^2 h0^2 x,85,15,44,0,0,,,,,,,,
M h0 g^2,85,15,48,0,2,,M h0^2 g^2,,,,M h0 h2 g^2,,
_h1^13 h6 c0,85,16,49,1,-1,,,,_h1^14 h6 c0,,,,
M h0^2 g^2,85,16,48,0,1,,,,,,,,
D^2 h0 e0 g,85,17,46,0,-1,,,,,,D^2 h0^2 g^2,,
t D h1 g^3,85,17,48,0,1,,,,,,,,
h1^14 h6 c0,85,18,51,0,0,,,,,,,,
_P^10 h1^4,85,43,43,1,0,,,,loc,,,,
h1 c3,86,4,45,0,0,,,,h1^2 c3,,,,
h4 h6 c0,86,5,45,0,0,,,,h1 h4 h6 c0,,,,
h1^2 f2,86,6,46,0,-1,,,,,,,,
h2 h6 g,86,6,46,0,1,,h0 h2 h6 g,,,,h2^2 h6 g,,
"h1 x85,6",86,7,46,0,-1,,,,"h1^2 x85,6",,,,
h0 h2 h6 g,86,7,46,0,1,,,,,,,,
_t h1^3 h4 Q3,86,8,45,1,0,,,,,,,,
h1 h6 c0 d0,86,9,46,0,0,,,,,,,,
h0^2 h6 i,86,10,44,0,-1,,h0^3 h6 i,,,,,,
_d1 i1,86,10,47,1,1,,,,_h1 d1 i1,h,"h1 x88,10",,
h0^3 h6 i,86,11,44,0,0,,h0^4 h6 i,,,,,,
h2 g C',86,12,48,0,-5,,,,,,"h0 x89,12",4,M h0^2 g^2
h1 d1 i1,86,12,49,0,-3,,,,h1^2 d1 i1,,,,
_D h1^2 j1,86,12,46,1,-1,,,,,,,,
h0^4 h6 i,86,12,44,0,1,,h0^5 h6 i,,,,,,
_h1 d1^2 g,86,12,48,1,3,,,,_h1^2 d1^2 g,,,,
D^2 e1,86,12,45,0,5,,,,D^2 h1 e1,,,,
_P h1^6 h6 c0,86,13,46,1,-1,,,,_P h1^7 h6 c0,,,,
h0^5 h6 i,86,13,44,0,1,,,,,,,,
_P^2 h1^6 h6,86,14,45,1,-2,,,,_P^2 h1^7 h6,,,,
t B5 g,86,14,47,0,0,,,,,,,,
h1^2 d1^2 g,86,14,50,0,2,,,,,,,,
D^3 h0 h3^2,86,15,44,0,-3,,,,,,,,
P h1^7 h6 c0,86,15,48,0,-1,,,,P h1^8 h6 c0,,,,
M h1 g^2,86,15,49,0,1,,,,M h1^2 g^2,,,,
_t M h0^2 g^2,86,15,46,1,3,,,,,h,M D h2^2 d0,,
P^2 h1^7 h6,86,16,47,0,0,,,,,,,,
_h1^14 h6 c0,86,17,50,1,0,,,,,,,,
h2^2 g^4,86,18,52,0,0,,,,,,h1^2 h3 g^4,,
D c0 e0^2 g,86,19,49,0,0,,,,D h1 c0 e0^2 g,,,,
h1^2 c3,87,5,46,0,0,,,,,,,,
h1 h4 h6 c0,87,6,46,0,0,,,,h1^2 h4 h6 c0,,,,
"x87,7",87,7,45,0,0,,,,"h1 x87,7",,,,
"h1^2 x85,6",87,8,47,0,0,,,,,,,,
g Q3,87,9,48,0,0,,,,,,h2 g Q3,,
_h1 d1 i1,87,11,48,1,-3,,,,_h1^2 d1 i1,,,,
_D h1 B7,87,11,45,1,-1,,,h,D^2 f1,,,,
_t h2 g C',87,11,46,1,1,,,,,,"_t h0 x89,12",4,_t M h0^2 g^2
B6 d1,87,11,48,0,3,,,,,,,,
t h1 g G0,87,12,48,0,-1,,,,,,,,
P^2 h6 c0,87,12,45,0,1,,,,P^2 h1 h6 c0,,,,
h1^2 d1 i1,87,13,50,0,-2,,,,,,,,
_h1^2 d1^2 g,87,13,49,1,0,,,,,,,,
D^2 h1 e1,87,13,46,0,2,,,,D^2 h1^2 e1,,,,
_P h1^7 h6 c0,87,14,47,1,0,,,,_P h1^8 h6 c0,,,,
_P^2 h1^7 h6,87,15,46,1,-1,,,h,t D^2 g^2,,,,
D^2 c1 g,87,15,47,0,1,,,,,,,,
P h1^8 h6 c0,87,16,49,0,-1,,,,P h1^9 h6 c0,,,,
M h1^2 g^2,87,16,50,0,1,,,,,,,,
D^3 h1 d0,87,17,45,0,-1,,,,,,,,
_t h2^2 g^4,87,17,50,1,1,h,D h2^2 e0 g^2,,,h,g m^2,,
D h2^2 e0 g^2,87,18,50,0,0,,,,,,,,
D h1 c0 e0^2 g,87,20,50,0,0,,,,,,,,
P^8 h0^2 i,87,41,44,0,0,,P^8 h0^3 i,,,,,,
P^8 h0^3 i,87,42,44,0,0,,P^8 h0^4 i,,,,,,
P^8 h0^4 i,87,43,44,0,0,,P^8 h0^5 i,,,,,,
P^8 h0^5 i,87,44,44,0,0,,,,,,,,
h1^2 h4 h6 c0,88,7,47,0,-1,,,,,,,,
"_h1^2 x85,6",88,7,46,1,1,h,"h1 x87,7",,,,,,
"h1 x87,7",88,8,46,0,-1,,,,,,,,
g2^2,88,8,48,0,1,,h0 g2^2,,,,,,
h0 g2^2,88,9,48,0,0,,,,,,,,
"x88,10",88,10,48,0,-1,,,,"h1 x88,10",,,,
_B6 d1,88,10,47,1,1,,,h,d1 Q2,,_t d1 e1 g,,
_t^2 h1 g G0,88,11,46,1,-1,,,,,h,D h2^2 A',,
h2^2 g H1,88,11,49,0,1,,,,,,h1^2 h3 g H1,,
_h1^2 d1 i1,88,12,49,1,-2,,,h,"h0 x89,12",,,,
D g2 g,88,12,48,0,0,,,,D h1 g2 g,,,,
D^2 f1,88,12,46,0,2,,,,D^2 h1 f1,,,,
P^2 h1 h6 c0,88,13,46,0,0,,,,P^2 h1^2 h6 c0,,,,
D^2 h1^2 e1,88,14,47,0,-1,,,,,,,,
P^3 h1 h6,88,14,45,0,1,,,,P^3 h1^2 h6,,,,
M h2 g^2,88,15,50,0,-1,,M h0 h2 g^2,,,,M h2^2 g^2,,
_P h1^8 h6 c0,88,15,48,1,1,,,,_P h1^9 h6 c0,,,,
M h0 h2 g^2,88,16,50,0,-1,,,,,,,,
t D^2 g^2,88,16,47,0,1,,,,t D^2 h1 g^2,,,,
P h1^9 h6 c0,88,17,50,0,-1,,,,P h1^10 h6 c0,,,,
D^2 h0 g^2,88,17,48,0,1,,D^2 h0^2 g^2,,,,D^2 h0 h2 g^2,,
D^2 h0^2 g^2,88,18,48,0,-1,,,,,,,,
h1 h3 g^4,88,18,53,0,1,,,,h1^2 h3 g^4,,,,
P^10 c0,88,43,45,0,0,,,,loc,,,,
_h1^2 h4 h6 c0,89,6,46,1,0,,,,,,,,
h2^2 h6 g,89,7,48,0,0,,,,,,h1^2 h3 h6 g,,
"_x88,10",89,9,47,1,0,,,,"_h1 x88,10",,,,
_t h2^2 g H1,89,10,47,1,0,,,,,,,,
"h1 x88,10",89,11,49,0,-1,,,,,,,,
d1 Q2,89,11,48,0,1,,,,h1 d1 Q2,,,,
D^2 h0 c2,89,12,46,0,0,,,,,,,,
"h0 x89,12",89,13,50,0,-2,,,,,,,,
D h1 g2 g,89,13,49,0,0,,,,D h1^2 g2 g,,,,
D^2 h1 f1,89,13,47,0,2,,,,,,,,
P^2 h1^2 h6 c0,89,14,47,0,-1,,,,P^2 h1^3 h6 c0,,,,
_t M h2 g^2,89,14,48,1,1,,_t M h0 h2 g^2,h,M D h1 g,,_t M h2^2 g^2,,
P^3 h1^2 h6,89,15,46,0,-1,,,,P^3 h1^3 h6,,,,
_t M h0 h2 g^2,89,15,48,1,1,h,M D h2^2 d0,,,h,M D h2^2 e0,,
_P h1^9 h6 c0,89,16,49,1,-1,,,,_P h1^10 h6 c0,,,,
M D h2^2 d0,89,16,48,0,1,,,,,,,,
t D^2 h1 g^2,89,17,48,0,-1,,,,,,,,
_t D^2 h0^2 g^2,89,17,46,1,1,,,,,h,D^3 h2^2 d0,,
P h1^10 h6 c0,89,18,51,0,0,,,,,,,,
h1^2 h3 g^4,89,19,54,0,0,,,,,,,,
P^11 h1,89,45,45,0,0,,,,loc,,,,
"_h1 x88,10",90,10,48,1,-2,,,,_t d1 e1 g,,,,
_d1 Q2,90,10,47,1,0,,,,_h1 d1 Q2,,,,
h2 g Q3,90,10,50,0,2,,,,,,D1 h1^3 e1,,
_D h1 g2 g,90,12,48,1,-4,,,,_D h1^2 g2 g,h,T Q2,4,M D h2^2 d0
"_t h0 x89,12",90,12,48,1,-2,,,,,h,T Q2,4,M D h2^2 d0
h1 d1 Q2,90,12,49,0,0,,,,,,,,
M^2,90,12,48,0,2,,,,M^2 h1,,D D1 h0 e0,,
d1 e1 g,90,12,51,0,4,,,,h1 d1 e1 g,,h1^2 d1 j1,,
_P^2 h1^2 h6 c0,90,13,46,1,0,h,P^3 h2 h6,,_P^2 h1^3 h6 c0,h,P^2 h0 h6 d0,,
h2 g C'',90,14,51,0,-3,,,,,,,4,P h1^10 h6 c0
D h1^2 g2 g,90,14,50,0,-1,,,,,,,,
_t^2 h2 B5 g,90,14,47,1,1,,,,,,,,
P^3 h2 h6,90,14,46,0,3,,P^3 h0 h2 h6,,,,P^2 h0^2 h6 d0,,
P^2 h1^3 h6 c0,90,15,48,0,-2,,,,P^2 h1^4 h6 c0,,,,
M D h1 g,90,15,49,0,0,,,,M D h1^2 g,,,,
P^3 h0 h2 h6,90,15,46,0,2,,,,,,,,
P^3 h1^3 h6,90,16,47,0,0,,,,,,,,
_P h1^10 h6 c0,90,17,50,1,0,,,,,,,,
g m^2,90,18,52,0,0,,,,,,D h1^2 h3 g^3,,
D^2 c0 e0^2,90,19,49,0,0,,,,D^2 h1 c0 e0^2,,,,
h4^2 D3,91,6,48,0,0,,,,h1 h4^2 D3,,,,
h1 h3 h6 g,91,7,49,0,0,,,,h1^2 h3 h6 g,,,,
_t h2 g Q3,91,9,48,1,0,,,,,h,"y94,10",,
_t d1 e1 g,91,11,49,1,-2,,,,,,,,
