name,stem,Adams filtration,weight,cell,shift,h0info,h0target,h1info,h1target,h2info,h2target
_h1^4 h6,68,4,35,T,0,,,,_h1^5 h6,,
h0 d2,68,5,36,T!,0,,,h,_h1^2 . D1 h3^2,h,d0 Q2
t h1 Q3,68,6,36,B,-1,,,,,,
h1^5 h6,68,6,37,B,1,,,,h1^6 h6,,
h3(A+A'),68,7,36,B,-1,,,h,h1 G21,,
h2^2 H1,68,7,37,T!,1,,,,,,h1^2 h3 H1
_h1^2 k1,68,8,37,T,-1,,,,h0 h2 G0,,
h1^2 . D1 h3^2,68,8,38,B,1,,,,h1^3 . D1 h3^2,,
h2 B23,68,11,38,B,-1,,h0 h2 B23,,,,M h2^2 g
_P h1^2 D4,68,11,36,T,1,,,,_P h1^3 D4,,
h0 h2 B23,68,12,38,B,-2,,,,,,
h0^4 G21,68,12,36,T!,0,,h0^5 G21,,,h,D^2 h0 h2 g
_t B8 d0,68,12,35,T!,2,,,,t W1,,
P h1^3 D4,68,13,38,B,-1,,,,,,
h0^5 G21,68,13,36,B,1,,,,,h,D^2 h0^2 h2 g
h1 h3 g^3,68,14,41,B,0,,,,h1^2 h3 g^3,,
h2^2 h6,69,3,36,B,0,,,,,,h1^2 h3 h6
p',69,4,36,B,0,,,,h1 p',,
_h1^5 h6,69,5,36,T,0,,,,_h1^6 h6,,
_h1^2 . D1 h3^2,69,7,37,T,-1,,,,_h1^3 . D1 h3^2,,
h1^6 h6,69,7,38,B,1,,,,h1^7 h6,,
h0 h2 G0,69,9,38,B,-3,,,,,,
h1^3 . D1 h3^2,69,9,39,B,-1,,,,h1^4 . D1 h3^2,,
h1 G21,69,9,37,B,1,,,,,,
_h1 X3,69,9,36,T!,3,,P(A+A'),,_h1^2 X3,,d0 D2
P(A+A'),69,10,36,T!,0,,P h0 (A+A'),,,,
P h0 (A+A'),69,11,36,B,0,,,,,,
_P h1^3 D4,69,12,37,T,0,,,,_P h1^4 D4,,
t W1,69,13,36,T!,0,,,,t h1 W1,,
h1^2 h3 g^3,69,15,42,B,0,,,,,,
_P^8 h1^4,69,35,35,T,0,,,,loc,,
h0^2 h3 h6,70,4,36,T!,0,,h0^3 h3 h6,h,_h0^2 h2 Q3,h,h4 D2
h1 p',70,5,37,B,-1,,,,h1^2 p',,
h0^3 h3 h6,70,5,36,B,1,,,,,,
_h1^6 h6,70,6,37,T,-1,,,,_h1^7 h6,,
h2 Q3,70,6,38,B,1,,h0 h2 Q3,,,,h2^2 Q3
h0 h2 Q3,70,7,38,B,0,,,,,,
_h1 h3 B7,70,8,37,B!,-3,,,,,,
_h1^3 . D1 h3^2,70,8,38,T,-1,,,,_h1^4 . D1 h3^2,,
h1^7 h6,70,8,39,B,1,,,,h1^8 h6,,
d1 e1,70,8,39,B,3,,,,h1 d1 e1,,h1^2 l1
h1^4 . D1 h3^2,70,10,40,B,-1,,,,h1^5 . D1 h3^2,,
_h1^2 X3,70,10,37,B!,1,,,,d0 Q2,,
_P h1^4 D4,70,13,38,B!,0,,,,,,
m^2,70,14,40,T!,-1,,,,,,D h1^2 h3 g^2
t h1 W1,70,14,37,B,1,,,,D^2 h0^2 h2 g,,
h1 h3 h6,71,3,37,B,0,,,,h1^2 h3 h6,,
h6 c0,71,4,37,B,0,,,,h1 h6 c0,,
h1^2 p',71,6,38,B,0,,,,h1^3 p',,
l1,71,7,39,B,-2,,,,h1 l1,,
_h0^2 h2 Q3,71,7,37,?,0,,,,h4 Q2,,
_h1^7 h6,71,7,38,T,2,,,,_h1^8 h6,,
h1^2 h3 H1,71,8,39,B,0,,,,,h,h3 C''
_h1^4 . D1 h3^2,71,9,39,T,-2,,,,_h1^5 . D1 h3^2,,
h1^8 h6,71,9,40,B,0,,,,h1^9 h6,,
h1 d1 e1,71,9,40,B,2,,,,h1^2 d1 e1,,
h1^5 . D1 h3^2,71,11,41,B,-1,,,,,,
d0 Q2,71,11,38,B,1,,,,,,
D^2 h4 c0,71,12,37,B,-1,,,,D^2 h1 h4 c0,,
M h2^2 g,71,12,40,B,1,,,,,,h1^5 D3'
D^2 h2 g,71,13,38,B,-1,,D^2 h0 h2 g,,,,D^2 h2^2 g
g^2 n,71,13,41,B,1,,,,,,h2 g^2 n
D^2 h0 h2 g,71,14,38,B,0,,D^2 h0^2 h2 g,,,,
D^2 h0^2 h2 g,71,15,38,B,0,,,,,,
P^6 h0^2 i,71,33,36,B,0,,P^6 h0^3 i,h,P^8 c0,,
P^6 h0^3 i,71,34,36,B,0,,P^6 h0^4 i,,,,
P^6 h0^4 i,71,35,36,B,0,,P^6 h0^5 i,,,,
P^6 h0^5 i,71,36,36,B,0,,,,,,
h1^2 h3 h6,72,4,38,B,0,,,,,,
h1 h6 c0,72,5,38,B,0,,,,h1^2 h6 c0,,
P h1 h6,72,6,37,B,0,,,,P h1^2 h6,,
h1^3 p',72,7,39,B,-1,,,,,,
"h1 x71,6",72,7,39,B,1,,,,"h1^2 x71,6",,
h1 l1,72,8,40,B,-3,,,,h1^2 l1,,
_h1 d1 e1,72,8,39,T,-1,,,,_h1^2 d1 e1,,
h4 Q2,72,8,38,B,1,,,,h1 h4 Q2,,
_h1^8 h6,72,8,39,T,3,,,,_h1^9 h6,,
h2^2 G0,72,9,40,T!,0,,,h,h1^4 D3',,"h1^4 x71,6"
_h1^5 . D1 h3^2,72,10,40,T,-3,,,,h2^2 C'',,
h1^9 h6,72,10,41,B,-1,,,,h1^10 h6,,
d0 D2,72,10,38,T!,1,,,,,,D h0^2 h3 g2
h1^2 d1 e1,72,10,41,B,3,,,,,,
d1 g^2,72,12,42,B,0,,,,h1 d1 g^2,,h2 d1 g^2
D^2 h1 h4 c0,72,13,38,B,0,,,,,,
D h1 h3 g^2,72,14,41,B,0,,,,D h1^2 h3 g^2,,
P^8 c0,72,35,37,B,0,,,,loc,,
h1^2 h6 c0,73,6,39,B,-1,,,,h1^3 h6 c0,,
_h1^3 p',73,6,38,T,1,,,,_h0 h2^2 Q3,,
h2^2 Q3,73,7,40,B,-3,,,,,,
P h1^2 h6,73,7,38,B,-1,,,,P h1^3 h6,,
_h1 l1,73,7,39,T,1,,,,_h1^2 l1,,
h4 D2,73,7,38,T!,3,,,,,,"h0^2 x76,6"
"h1^2 x71,6",73,8,40,B,0,,,,"h1^3 x71,6",,
h1^2 l1,73,9,41,B,-3,,,,,,
_h1^2 d1 e1,73,9,40,T,-1,,,,h3 C'',,
h1 h4 Q2,73,9,39,B,1,,,,h1^2 h4 Q2,,
_h1^9 h6,73,9,40,T,3,,,,_h1^10 h6,,
h2^2 C'',73,11,41,B,-1,,,,,,
h1^10 h6,73,11,42,B,1,,,,h1^11 h6,,
h1^4 D3',73,12,41,B,0,,,,h1^5 D3',,
h1 d1 g^2,73,13,43,B,0,,,,h1^2 d1 g^2,,
D h1^2 h3 g^2,73,15,42,B,0,,,,,,
P^9 h1,73,37,37,B,0,,,,loc,,
P h2 h6,74,6,38,T!,0,,P h0 h2 h6,h,_h1^2 h4 Q2,h,"h0 x77,7"
h1^3 h6 c0,74,7,40,B,-3,,,,h1^4 h6 c0,,
_h0 h2^2 Q3,74,7,39,B!,-1,,,,,,
P h0 h2 h6,74,7,38,B,1,,,,,,
"_h1^2 x71,6",74,7,39,T,3,,,,"_h1^3 x71,6",,
P h1^3 h6,74,8,39,B,-2,,,,P h1^4 h6,,
_h1^2 l1,74,8,40,T,0,,,,,,
"x74,8",74,8,40,B,2,,,,,,
"h1^3 x71,6",74,9,41,B,0,,,,"h1^4 x71,6",,
h3 C'',74,10,41,B,-2,,,,,,
h1^2 h4 Q2,74,10,40,B,0,,,h,_t h2 g^2 n,,
_h1^10 h6,74,10,41,T,2,,,,_h1^11 h6,,
h1^11 h6,74,12,43,B,-1,,,,h1^12 h6,,
_h1 d1 g^2,74,12,42,T,1,,h1^5 D3',,_h1^2 d1 g^2,,h1^2 g B6
h1^5 D3',74,13,42,B,-1,,,,,,
_D^2 h1^2 h4 c0,74,13,38,T,1,,,,,,
D^2 h2^2 g,74,14,40,B,-2,,,,,,D^2 h1^2 h3 g
h2 g^2 n,74,14,43,B,0,,,,,,
h1^2 d1 g^2,74,14,44,B,2,,,,,,
e0^2 g^2,74,16,44,B,0,,,,h1 e0^2 g^2,,h0 e0 g^3
h0 h3 d2,75,6,40,B,-1,,,,,,
_h1^3 h6 c0,75,6,39,T,1,,,,_h1^4 h6 c0,,
h1^4 h6 c0,75,8,41,B,-1,,,,h1^5 h6 c0,,
"_h1^3 x71,6",75,8,40,T,1,,,,"_h1^4 x71,6",,
P h1^4 h6,75,9,40,B,-2,,,,P h1^5 h6,,
_h1^2 h4 Q2,75,9,39,T,0,,,,_t g B6,,
_h3 C'',75,9,40,T,2,h,D h0^2 h3 g2,,,,e0 A'
"h1^4 x71,6",75,10,42,B,0,,,,,,
D h0^2 h3 g2,75,11,40,T!,-2,,,,,,
g B6,75,11,42,T!,0,,,,h1 g B6,,
_h1^11 h6,75,11,42,T,2,,,,_h1^12 h6,,
h2 d1 g^2,75,13,44,B,-3,,,,,,h2^2 d1 g^2
h1^12 h6,75,13,44,B,-1,,,,h1^13 h6,,
_h1^2 d1 g^2,75,13,43,T,1,,,,g^2 T,,
_t h2 g^2 n,75,13,41,B!,3,,,,,,
h1 e0^2 g^2,75,17,45,B,0,,,,,,
_P^8 h1^2 c0,75,36,38,T,0,,P^9 h2,,loc,,
P^9 h2,75,37,38,B,0,,P^9 h0 h2,,,,
P^9 h0 h2,75,38,38,B,0,,,,,,
"h0 x76,6",76,7,40,B,-1,,"h0^2 x76,6",,,,"h0 h2 x76,6"
_h1^4 h6 c0,76,7,40,T,1,,,,_h1^5 h6 c0,,
"h0^2 x76,6",76,8,40,B,-2,,,,,,
_P h1^4 h6,76,8,39,T,0,,,,_P h1^5 h6,,
d1 g2,76,8,42,B,2,,,,h1 d1 g2,,h1^2 m1
h1^5 h6 c0,76,9,42,B,-2,,,,h1^6 h6 c0,,
"x76,9",76,9,40,B,0,,,h,M D h1 h3,,"h1 x78,9"
"_h1^4 x71,6",76,9,41,T,2,,,h,_h1 g B6,,
P h1^5 h6,76,10,41,B,-1,,,,P h1^6 h6,,
_t g B6,76,10,40,T,1,,,,t g Q2,,
h1 g B6,76,12,43,B,-2,,,,h1^2 g B6,,
_h1^12 h6,76,12,43,T,0,,,,_h1^13 h6,,
_t h2 d1 g^2,76,12,42,T,2,,,,D h1 d1 g,,_t h2^2 d1 g^2
D^2 h1 h3 g,76,14,41,T!,-2,,,,D^2 h1^2 h3 g,,
h1^13 h6,76,14,45,B,0,,,,h1^14 h6,,
g^2 T,76,14,44,B,2,,,,,,
h3^2 h6,77,3,40,B,0,,,,,,
h6 d0,77,5,40,B,0,,,,h1 h6 d0,,h0 h6 e0
"x77,7",77,7,40,?,-2,,"h0 x77,7",h,"x78,9",,
m1,77,7,42,B,0,,,,h1 m1,,
"h1 x76,6",77,7,41,B,2,,,,"h1^2 x76,6",h,"h2 x77,8"
_h1^5 h6 c0,77,8,41,T,-1,,,,_h1^6 h6 c0,,
"h0 x77,7",77,8,40,B,1,,,,,,
_P h1^5 h6,77,9,40,T,-1,,,,_P h1^6 h6,,
h1 d1 g2,77,9,43,B,1,,,,h1^2 d1 g2,,
h1^6 h6 c0,77,10,43,B,0,,,,h1^7 h6 c0,,
_h1 g B6,77,11,42,T,-2,,,,_h1^2 g B6,,
P h1^6 h6,77,11,42,B,0,,,,P h1^7 h6,,
t g Q2,77,11,41,T!,2,,,,,,
M D h1 h3,77,12,41,B,0,,,,,,
h1^2 g B6,77,13,44,B,-2,,,,,,
_h1^13 h6,77,13,44,T,0,,,,_h1^14 h6,,
D h1 d1 g,77,13,43,B,2,,,,D h1^2 d1 g,,
D^2 h1^2 h3 g,77,15,42,B,-1,,,,,,
h1^14 h6,77,15,46,B,1,,,,h1^15 h6,,
h0 e0 g^3,77,17,46,B,0,,,,,,h0^2 g^4
_P^9 h1^4,77,39,39,T,0,,,,loc,,
h1 h6 d0,78,6,41,B,0,,,,,,
h0 T1,78,7,42,T!,0,,,h,_h1^2 d1 g2,,
h0^6 h4 h6,78,8,40,B,-2,,h0^7 h4 h6,h,D^2 n,h,D^2 p
h1 m1,78,8,43,B,0,,,,h1^2 m1,,
"h1^2 x76,6",78,8,42,B,2,,,,"h1^3 x76,6",,
"x78,9",78,9,41,B,-2,,,,"h1 x78,9",,
_h1^6 h6 c0,78,9,42,T,0,,,,_h1^7 h6 c0,,
h0^7 h4 h6,78,9,40,B,2,,,,,,
e0 A',78,10,42,B,-2,,,,,,
_P h1^6 h6,78,10,41,T,0,,,,_P h1^7 h6,,
h1^2 d1 g2,78,10,44,B,2,,,,,,
h1^7 h6 c0,78,11,44,B,0,,,,h1^8 h6 c0,,
_h1^2 g B6,78,12,43,T,-2,,,,_t h2^2 d1 g^2,,
P h1^7 h6,78,12,43,B,0,,,,P h1^8 h6,,
_D h1 d1 g,78,12,42,T,2,,,,_D h1^2 d1 g,,D h1^2 B6
"h0^3 x78,10",78,13,40,T!,0,,,,,h,D^3 h1^2 h3
h2^2 d1 g^2,78,14,46,B,-2,,,,,,h1^3 e1 g^2
_h1^14 h6,78,14,45,T,0,,,,_h1^15 h6,,
D h1^2 d1 g,78,14,44,B,2,,,,,,
h1^15 h6,78,16,47,B,-1,,,,,,
_t h0 e0 g^3,78,16,44,T,1,,,,D h1 e0^2 g,,_t h0^2 g^4
h1 h4 h6,79,3,41,B,0,,,,h1^2 h4 h6,,
"h2 x76,6",79,7,42,B,0,,"h0 h2 x76,6",,,,h0^2 h4 Q3
"h0 h2 x76,6",79,8,42,B,-1,,,,,,
P h6 c0,79,8,41,B,1,,,,P h1 h6 c0,,
h1^2 m1,79,9,44,B,-2,,,,,,
"h1^3 x76,6",79,9,43,B,0,,,,,,
_h1^2 d1 g2,79,9,43,T,2,,,,,,
"h1 x78,9",79,10,42,B,-1,,,,,,
_h1^7 h6 c0,79,10,43,T,1,,,,_h1^8 h6 c0,,
D B6,79,11,42,B,-2,,,,D h1 B6,,
g j1,79,11,45,B,0,,,,h1 g j1,,
_P h1^7 h6,79,11,42,T,2,,,,_P h1^8 h6,,
h1^8 h6 c0,79,12,45,B,0,,,,h1^9 h6 c0,,
_t h2^2 d1 g^2,79,13,44,T,-4,,,,,,
h1 e1 g^2,79,13,46,B,-2,,,,h1^2 e1 g^2,,
P h1^8 h6,79,13,44,B,0,,,,P h1^9 h6,,
_D h1^2 d1 g,79,13,43,T,2,,,,_t^2 c1 g^3,,
D^2 n,79,13,41,B,4,,,,,,
_h1^15 h6,79,15,46,T,-1,,,,t g^4,,
c1 g^3,79,15,47,B,1,,,,,,h2 c1 g^3
D h1 e0^2 g,79,17,45,B,0,,,,,,
P^4 h0^7 Q',79,36,40,B,0,,P^4 h0^8 Q',h,P^9 c0,,
P^4 h0^8 Q',79,37,40,B,0,,P^4 h0^9 Q',,,,
P^4 h0^9 Q',79,38,40,B,0,,P^4 h0^10 Q',,,,
P^4 h0^10 Q',79,39,40,B,0,,P^4 h0^11 Q',,,,
P^4 h0^11 Q',79,40,40,B,0,,,,,,
h1^2 h4 h6,80,4,42,B,0,,,,h1^3 h4 h6,,
h0 e2,80,5,42,T!,0,,,h,"_h1^4 x76,6",,
h1 x1,80,6,43,B,-1,,,,h1^2 x1,,
h0 h6 e0,80,6,42,B,1,,,,,,h0^2 h6 g
_h1^2 m1,80,8,43,T,0,,,,,,
"h2 x77,8",80,9,43,B,-1,,,,,h,_h1 g B7
P h1 h6 c0,80,9,42,B,1,,,,P h1^2 h6 c0,,
P^2 h1 h6,80,10,41,B,0,,,,P^2 h1^2 h6,,
_h1^8 h6 c0,80,11,44,T,0,,,,_h1^9 h6 c0,,
D h1 B6,80,12,43,B,-4,,,,D h1^2 B6,,
h1 g j1,80,12,46,B,-2,,,,h1^2 g j1,,
_h1 e1 g^2,80,12,45,T,0,,,,_h1^2 e1 g^2,,
_P h1^8 h6,80,12,43,T,2,,,,_P h1^9 h6,,
D^2 d1,80,12,42,B,4,,,,D^2 h1 d1,,D^2 h2 d1
h1^9 h6 c0,80,13,46,B,0,,,,h1^10 h6 c0,,
h1^2 e1 g^2,80,14,47,B,-3,,,,h1^3 e1 g^2,,
D^3 h1 h3,80,14,41,T!,-1,,,,D^3 h1^2 h3,,
P h1^9 h6,80,14,45,B,1,,,,P h1^10 h6,,
_t^2 c1 g^3,80,14,44,T,3,,,,,,
t g^4,80,16,47,B,0,,,,t h1 g^4,,
h0 g^4,80,17,48,B,0,,h0^2 g^4,,,,h0 h2 g^4
h0^2 g^4,80,18,48,B,0,,,,,h,h1 c0 e0^2 g^2
P^9 c0,80,39,41,B,0,,,,loc,,
h2 h4 h6,81,3,42,B,0,,h0 h2 h4 h6,,,,h2^2 h4 h6
h0 h2 h4 h6,81,4,42,B,0,,,,,,
h1^3 h4 h6,81,5,43,B,0,,,,,,
h2 T1,81,7,44,B,-1,,,,,,
h1^2 x1,81,7,44,B,1,,,,h1^3 x1,,
"_h1^4 x76,6",81,9,43,B!,0,,,,,,
g A',81,10,44,T!,-1,,,h,(D e1 + C0) g,,h2 g A'
P h1^2 h6 c0,81,10,43,B,1,,,,P h1^3 h6 c0,,
_D h1 B6,81,11,42,T,-1,,D^2 p,,_D h1^2 B6,,
P^2 h1^2 h6,81,11,42,B,1,,,,P^2 h1^3 h6,,
_h1^9 h6 c0,81,12,45,T,-1,,,,_h1^10 h6 c0,,
D^2 p,81,12,42,B,1,,,,,,
D h1^2 B6,81,13,44,B,-4,,,,,,
h1^2 g j1,81,13,47,B,-2,,,,,,
_h1^2 e1 g^2,81,13,46,T,0,,,,_h1^3 e1 g^2,,
_P h1^9 h6,81,13,44,T,2,,,,_P h1^10 h6,,
D^2 h1 d1,81,13,43,B,4,,,,D^2 h1^2 d1,,
h1^10 h6 c0,81,14,47,B,0,,,,h1^11 h6 c0,,
h1^3 e1 g^2,81,15,48,B,-2,,,,,,
D^3 h1^2 h3,81,15,42,T!,0,,,,,,
P h1^10 h6,81,15,46,B,2,,,,P h1^11 h6,,
_t h0^2 g^4,81,17,46,T,-1,,,,,,d0 m^2
t h1 g^4,81,17,48,B,1,,,h,c0 e0^2 g^2,,
P^10 h1,81,41,41,B,0,,,,loc,,
h6 c1,82,4,43,B,0,,,,,,h2 h6 c1
_h1^2 x1,82,6,43,T,-1,,,,_h1^3 x1,,
h2 x1,82,6,44,B,1,,,,,h,h0 h2 h4 Q3
h0^2 h4 Q3,82,8,44,B,-2,,,,,h,"P h1 x76,6"
h1^3 x1,82,8,45,B,0,,,,h1^4 x1,,
e1 g2,82,8,45,B,2,,,,,,h1^3 h4 Q3
_P h1^2 h6 c0,82,9,42,T,0,,P^2 h2 h6,,_P h1^3 h6 c0,h,D^2 x
P^2 h2 h6,82,10,42,B,0,,P^2 h0 h2 h6,,,h,D^2 h0 x
P h1^3 h6 c0,82,11,44,B,-1,,,,P h1^4 h6 c0,,
P^2 h0 h2 h6,82,11,42,B,1,,,,,,
_h1^2 g j1,82,12,46,T,-3,,,h,_t h2 c1 g^3,h,M h0 g^2
_D h1^2 B6,82,12,43,T,-1,,,,D^2 h2 d1,,
P^2 h1^3 h6,82,12,43,B,1,,,,P^2 h1^4 h6,,
(D e1 + C0) g,82,12,45,B,3,,,,D h1 e1 g,,
_h1^10 h6 c0,82,13,46,T,0,,,,_h1^11 h6 c0,,
_h1^3 e1 g^2,82,14,47,T,-2,,,,,,
_P h1^10 h6,82,14,45,T,0,,,,_P h1^11 h6,,
D^2 h1^2 d1,82,14,44,B,2,,,,,,
h1^11 h6 c0,82,15,48,B,0,,,,h1^12 h6 c0,,
h2 c1 g^3,82,16,49,B,-2,,,,,h,h1^14 h6 c0
P h1^11 h6,82,16,47,B,0,,,,,,
D^2 e0^2,82,16,44,T!,2,,,,D^2 h1 e0^2,,D^2 h0 e0 g
c0 e0^2 g^2,82,19,49,B,0,,,,h1 c0 e0^2 g^2,,
t h6 g,83,5,43,?,0,,,,t h1 h6 g,,
h0 h6 g,83,6,44,B,0,,h0^2 h6 g,,,,h0 h2 h6 g
h1 h4 Q3,83,7,45,B,-2,,,,h1^2 h4 Q3,,
_h1^3 x1,83,7,44,T,0,,,,_h1^4 x1,,
h0^2 h6 g,83,7,44,B,2,,,,,h,h1 h6 c0 d0
h1^4 x1,83,9,46,B,0,,,,h1^5 x1,,
_P h1^3 h6 c0,83,10,43,T,0,,,,_P h1^4 h6 c0,,
_h1 g B7,83,11,45,B!,-1,,,,,,
D j1,83,11,45,B,1,,,,D h1 j1,,
P h1^4 h6 c0,83,12,45,B,0,,,,P h1^5 h6 c0,,
D^2 h2 d1,83,13,44,B,-3,,,,,,
P^2 h1^4 h6,83,13,44,B,-1,,,,P^2 h1^5 h6,,
D h1 e1 g,83,13,46,B,1,,,,D h1^2 e1 g,,
_D^2 h1^2 d1,83,13,43,T,3,,,,D^2 T,,
_h1^11 h6 c0,83,14,47,T,0,,,,_h1^12 h6 c0,,
_P h1^11 h6,83,15,46,T,-1,,,,_t^2 h2 g^4,,
_t h2 c1 g^3,83,15,47,T,1,,,,,,
h1^12 h6 c0,83,16,49,B,0,,,,h1^13 h6 c0,,
D^2 h1 e0^2,83,17,45,T!,-1,,,,,,
h2 g^4,83,17,50,B,1,,h0 h2 g^4,,,,h2^2 g^4
h0 h2 g^4,83,18,50,B,0,h,h1 c0 e0^2 g^2,,,,
h1 c0 e0^2 g^2,83,20,50,B,0,,,,,,
_P^9 h1^2 c0,83,40,42,T,0,,P^10 h2,,loc,,
P^10 h2,83,41,42,B,0,,P^10 h0 h2,,,,
P^10 h0 h2,83,42,42,B,0,,,,,,
h2^2 h4 h6,84,4,44,B,-1,,,,,,
f2,84,4,44,T!,1,,,,h1 f2,,h1^2 c3
t h1 h6 g,84,6,44,B,0,,,h,h6 c0 d0,,
h1^2 h4 Q3,84,8,46,B,-1,,,,h1^3 h4 Q3,,
_h1^4 x1,84,8,45,T,1,,,,_h1^5 x1,,
h2 c1 H1,84,9,46,B,0,,,,,h,B6 d1
h1^5 x1,84,10,47,B,-1,,,,,,
"P x76,6",84,10,45,B,1,,,,"P h1 x76,6",,
h2 g A',84,11,46,B,-1,,,,,,t h1 g G0
_P h1^4 h6 c0,84,11,44,T,1,,,,_P h1^5 h6 c0,,
D h1 j1,84,12,46,B,-3,,,,D h1^2 j1,,
_P^2 h1^4 h6,84,12,43,T,-1,,,,_P^2 h1^5 h6,,
_D h1 e1 g,84,12,45,T,1,,,,_D h1^2 e1 g,,
d1^2 g,84,12,48,B,3,,,,h1 d1^2 g,,h1^2 d1 i1
P h1^5 h6 c0,84,13,46,B,0,,,,P h1^6 h6 c0,,
P^2 h1^5 h6,84,14,45,B,-2,,,,P^2 h1^6 h6,,
D h1^2 e1 g,84,14,47,B,0,,,,,,
D^2 T,84,14,44,B,2,,,,,,
_h1^12 h6 c0,84,15,48,T,0,,,,_h1^13 h6 c0,,
_t^2 h2 g^4,84,16,47,T,0,,,,t D h1 g^3,,
_t h0 h2 g^4,84,17,48,T,-1,,d0 m^2,,,,D h2^2 e0 g^2
