name,stem,Adams filtration,weight,cell,shift,h1info,h1target,drinfo,drtarget
M D h1 d0^2,98,19,53,0,1,,loc,,
_t h0 e0 g^4,98,20,56,1,-1,h,D h1 e0^2 g^2,8,M D h1^8 g
M h1^2 e0^3,98,20,56,0,1,,M h1^3 e0^3,,
_D h1^2 e0^3 g,98,21,55,1,-3,,loc,0,D c0 d0 e0^3
M D h1^4 c0 e0,98,21,55,0,-1,,M D h1^5 c0 e0,,
P D^3 h1 e0,98,21,51,0,1,,loc,,
M c0 d0^2 e0,98,21,55,0,3,,loc,,
_D c0 d0 e0^3,98,22,54,1,-3,,_D h1 c0 d0 e0^3,0,_t h0 d0^2 e0^4
M h1^5 c0 g^2,98,22,58,0,-1,,M h1^6 c0 g^2,,
M P d0^2 e0,98,22,54,0,1,,loc,,
D^2 h1^2 d0 e0^2,98,22,54,0,3,,loc,,
_M P h1^2 d0^3,98,23,53,1,-2,,loc,0,M P^2 c0 d0^2
D^2 c0 d0^3,98,23,53,0,0,,loc,,
M D h1^9 g,98,23,57,0,2,,loc,,
_M P^2 c0 d0^2,98,24,52,1,-1,,loc,0,M P^3 d0^2
P D^2 d0^3,98,24,52,0,1,,loc,,
_P^2 D^2 h1^2 d0 e0,98,25,51,1,-2,,loc,0,_P^2 D^2 h1^4 d0^2
M h1^8 c0 e0 g,98,25,59,0,0,,loc,,
D h1 d0^4 e0,98,25,55,0,2,,loc,,
_P D h1 c0 d0^4,98,27,53,1,-1,,loc,0,P^2 D h1 d0^4
c0 d0^4 e0^2,98,27,57,0,1,,loc,,
d0^7,98,28,56,0,0,,loc,,
_P h1^2 d0^5 e0,98,29,55,1,0,,loc,0,P^2 c0 d0^4 e0
_P^2 c0 d0^4 e0,98,30,54,1,0,,loc,0,P^3 d0^4 e0
P^3 D c0 d0^3,98,31,53,0,0,,loc,,
_t P^3 h0 d0^4 e0,98,32,52,1,0,h,P^4 D h1 d0^3,,
_P^5 D h1^2 d0 e0,98,33,51,1,-1,,loc,0,P^6 D c0 e0
_M P^6 h1^4,98,33,51,1,1,,loc,,
_P^6 D c0 e0,98,34,50,1,0,,_P^6 D h1 c0 e0,0,_t P^5 h0 d0^4
P^7 D h1 e0,98,37,51,0,0,,loc,,
P^6 c0 d0^3,98,39,53,0,0,,loc,,
P^7 d0^3,98,40,52,0,0,,loc,,
_P^8 h1^2 d0 e0,98,41,51,1,0,,loc,0,P^9 c0 e0
_P^9 c0 e0,98,42,50,1,0,,loc,0,P^10 e0
M D1 h1^2,99,12,54,0,0,,M D1 h1^3,,
M^2 h1 c0,99,16,54,0,0,,M^2 h1^2 c0,,
_M D h1 c0 g,99,17,53,1,-1,,loc,0,M D h1 d0^2
M^2 P h1,99,17,53,0,1,,loc,,
_D^2 M h1^5,99,18,52,1,-1,,_D^2 M h1^6,,
M e0^2 g,99,18,56,0,1,,M h1 e0^2 g,,
_D^3 h1 c0 e0,99,19,51,1,-2,,loc,0,P D^3 h1 e0
_M h1^2 e0^3,99,19,55,1,0,,loc,0,M c0 d0^2 e0
M D h1^2 c0 g,99,19,55,0,2,,M D h1^3 c0 g,,
_M c0 d0^2 e0,99,20,54,1,-2,,loc,0,M P d0^2 e0
D^2 e0^3,99,20,54,0,0,,loc,2,D^2 h1^2 d0 e0^2
D^2 M h1^6,99,20,54,0,2,,D^2 M h1^7,,
_D^2 h1^2 d0 e0^2,99,21,53,1,-3,,loc,0,D^2 c0 d0^3
D h1 e0^2 g^2,99,21,57,0,-1,,loc,8,M D h1^9 g
M h1^3 e0^3,99,21,57,0,1,,M h1^4 e0^3,,
M P D c0 d0,99,21,53,0,3,,loc,,
_D^2 c0 d0^3,99,22,52,1,-2,,loc,0,P D^2 d0^3
M D h1^5 c0 e0,99,22,56,0,0,,M D h1^6 c0 e0,,
_t M P h0 d0^2 e0 + D^2 c0 d0^3,99,22,52,1,2,h,M P^2 D h1 d0,,
c0 d0 e0 g^3,99,23,59,0,-3,,loc,8,M h1^8 c0 e0 g
_D h1 c0 d0 e0^3,99,23,55,1,-1,,loc,0,D h1 d0^4 e0
M h1^6 c0 g^2,99,23,59,0,1,,M h1^7 c0 g^2,,
_P D^3 h1^4 d0,99,23,51,1,3,,loc,,
d0 e0^5,99,24,58,0,0,,loc,,
_h1^2 d0^2 e0^4,99,25,57,1,0,,loc,0,c0 d0^4 e0^2
_c0 d0^4 e0^2,99,26,56,1,0,,loc,0,d0^7
P D c0 d0^3 e0,99,27,55,0,0,,loc,,
_t h0 d0^7,99,28,54,1,0,h,P^2 D h1 d0^3 e0,,
_P^2 D h1^2 d0^4,99,29,53,1,-1,,loc,0,P^3 D c0 d0^3
M P^4 c0 d0,99,29,53,0,1,,loc,,
_P^3 D c0 d0^3,99,30,52,1,-1,,_P^3 D h1 c0 d0^3,0,_t P^3 h0 d0^4 e0
M P^5 d0,99,30,52,0,1,,loc,,
_P^4 D^2 h1^4 d0,99,31,51,1,0,,loc,0,_M P^6 h1^4
P^4 D h1 d0^3,99,33,53,0,0,,loc,,
_P^6 D h1 c0 e0,99,35,51,1,-1,,loc,0,P^7 D h1 e0
P^4 c0 d0^3 e0,99,35,55,0,1,,loc,,
P^5 d0^3 e0,99,36,54,0,0,,loc,,
_P^5 h1^2 d0^4,99,37,53,1,0,,loc,0,P^6 c0 d0^3
_P^6 c0 d0^3,99,38,52,1,0,,loc,0,P^7 d0^3
_P^7 D h1^4 d0,99,39,51,1,0,,loc,,
_P^10 h1^4 d0,99,47,51,1,0,,loc,,
_P^11 h1^2 c0,99,48,50,1,0,,loc,,
M D1 h1^3,100,13,55,0,0,,M D1 h1^4,,
_M^2 h1 c0,100,15,53,1,0,,loc,0,M^2 P h1
M^2 h1^2 c0,100,17,55,0,0,,loc,,
_t M h0 e0^2 g,100,18,54,1,0,h,M D h1 d0 e0,,
_M D h1^2 d0^2,100,19,53,1,-2,,loc,0,M P D c0 d0
_D^2 M h1^6,100,19,53,1,0,,_D^2 M h1^7,,
M h1 e0^2 g,100,19,57,0,2,,M h1^2 e0^2 g,,
_M P D c0 d0,100,20,52,1,-2,,_M P D h1 c0 d0,0,_t M P h0 d0^2 e0 + D^2 c0 d0^3
M D h1^3 c0 g,100,20,56,0,0,,M D h1^4 c0 g,,
_t D^2 h0 e0^3,100,20,52,1,2,h,D^3 h1 d0^2,,
_P D^3 h1^2 e0,100,21,51,1,-1,,loc,0,_P D^3 h1^4 d0
D^2 M h1^7,100,21,55,0,1,,D^2 M h1^8,,
_c0 d0 e0 g^3,100,22,58,1,-1,,loc,0,d0 e0^5
M h1^4 e0^3,100,22,58,0,1,,M h1^5 e0^3,,
M D h1^6 c0 e0,100,23,57,0,-2,,M D h1^7 c0 e0,,
D c0 e0^4,100,23,57,0,0,,loc,,
M P^2 D h1 d0,100,23,53,0,2,,loc,,
M h1^7 c0 g^2,100,24,60,0,-1,,M h1^8 c0 g^2,,
_t h0 d0 e0^5,100,24,56,1,1,h,D h1 d0^3 e0^2,,
_D h1^2 d0^4 e0,100,25,55,1,-1,,loc,0,P D c0 d0^3 e0
M P^2 c0 d0 e0,100,25,55,0,1,,loc,,
_P D c0 d0^3 e0,100,26,54,1,-1,,_P D h1 c0 d0^3 e0,0,_t h0 d0^7
M P^3 d0 e0,100,26,54,0,1,,loc,,
_M P^3 h1^2 d0^2,100,27,53,1,-1,,loc,0,M P^4 c0 d0
P^2 D^2 c0 d0^2,100,27,53,0,1,,loc,,
_M P^4 c0 d0,100,28,52,1,0,,loc,0,M P^5 d0
P^2 D h1 d0^3 e0,100,29,55,0,0,,loc,,
_P^3 D h1 c0 d0^3,100,31,53,1,-1,,loc,0,P^4 D h1 d0^3
P c0 d0^6,100,31,57,0,1,,loc,,
P^2 d0^6,100,32,56,0,0,,loc,,
_P^3 h1^2 d0^4 e0,100,33,55,1,0,,loc,0,P^4 c0 d0^3 e0
_P^4 c0 d0^3 e0,100,34,54,1,0,,loc,0,P^5 d0^3 e0
P^5 D c0 d0^2,100,35,53,0,0,,loc,,
_t P^5 h0 d0^3 e0,100,36,52,1,0,h,P^6 D h1 d0^2,,
_P^7 D h1^2 e0,100,37,51,1,0,,loc,0,_P^7 D h1^4 d0
P^8 c0 d0^2,100,43,53,0,0,,loc,,
P^9 d0^2,100,44,52,0,0,,loc,,
_P^10 h1^2 e0,100,45,51,1,0,,loc,0,_P^10 h1^4 d0
M D1 h1^4,101,14,56,0,0,,M D1 h1^5,,
D D1 c0 e0,101,15,55,0,0,,loc,2,M^2 h1^2 c0
P D D1 e0,101,16,54,0,0,,loc,,
D^2 M c0,101,17,53,0,0,,D^2 M h1 c0,,
D^2 M P,101,18,52,0,0,,D^2 M P h1,,
M D h1 d0 e0,101,19,55,0,0,,M D h1^2 d0 e0,,
_D^2 M h1^7,101,20,54,1,-1,,_D^2 M h1^8,,
M h1^2 e0^2 g,101,20,58,0,1,,loc,,
_D h1^2 e0^2 g^2,101,21,57,1,-4,,loc,0,D c0 e0^4
_M P D h1 c0 d0,101,21,53,1,-2,,loc,0,M P^2 D h1 d0
M D h1^4 c0 g,101,21,57,0,0,,M D h1^5 c0 g,,
D^3 h1 d0^2,101,21,53,0,2,,D^3 h1^2 d0^2,,
M c0 d0 e0^2,101,21,57,0,4,,loc,,
_D c0 e0^4,101,22,56,1,-2,,_D h1 c0 e0^4,0,_t h0 d0 e0^5
D^2 M h1^8,101,22,56,0,0,,loc,,
M d0^4,101,22,56,0,2,,loc,,
_M P h1^2 d0^2 e0,101,23,55,1,-2,,loc,0,M P^2 c0 d0 e0
M h1^5 e0^3,101,23,59,0,0,,M h1^6 e0^3,,
D^2 c0 d0^2 e0,101,23,55,0,2,,loc,,
_M P^2 c0 d0 e0,101,24,54,1,-2,,loc,0,M P^3 d0 e0
M D h1^7 c0 e0,101,24,58,0,0,,M D h1^8 c0 e0,,
P D^2 d0^2 e0,101,24,54,0,2,,loc,,
_P D^2 h1^2 d0^3,101,25,53,1,-2,,loc,0,P^2 D^2 c0 d0^2
M h1^8 c0 g^2,101,25,61,0,0,,loc,,
D h1 d0^3 e0^2,101,25,57,0,2,,loc,,
_P D h1 c0 d0^3 e0,101,27,55,1,-1,,loc,0,P^2 D h1 d0^3 e0
c0 d0^3 e0^3,101,27,59,0,1,,loc,,
d0^6 e0,101,28,58,0,0,,loc,,
_h1^2 d0^7,101,29,57,1,-1,,loc,0,P c0 d0^6
P^3 D^2 h1 d0^2,101,29,53,0,1,,loc,,
_P c0 d0^6,101,30,56,1,0,,loc,0,P^2 d0^6
P^3 D c0 d0^2 e0,101,31,55,0,0,,loc,,
_t P^2 h0 d0^6,101,32,54,1,0,h,P^4 D h1 d0^2 e0,,
_P^4 D h1^2 d0^3,101,33,53,1,-1,,loc,0,P^5 D c0 d0^2
M P^6 c0,101,33,53,0,1,,loc,,
_P^5 D c0 d0^2,101,34,52,1,-1,,_P^5 D h1 c0 d0^2,0,_t P^5 h0 d0^3 e0
M P^7,101,34,52,0,1,,loc,,
P^6 D h1 d0^2,101,37,53,0,0,,loc,,
P^6 c0 d0^2 e0,101,39,55,0,0,,loc,,
P^7 d0^2 e0,101,40,54,0,0,,loc,,
_P^7 h1^2 d0^3,101,41,53,1,0,,loc,0,P^8 c0 d0^2
_P^8 c0 d0^2,101,42,52,1,0,,loc,0,P^9 d0^2
_P^12 h1^4,101,51,51,1,0,,loc,,
_t^2 c1 H1 g,102,11,53,1,0,h,"x103,12",,
_M D1 h1^4,102,13,55,1,0,,_M D1 h1^5,,
_D D1 c0 e0,102,14,54,1,0,,loc,0,P D D1 e0
M D1 h1^5,102,15,57,0,0,,M D1 h1^6,,
M e0 g^2,102,18,58,0,-1,,loc,2,M h1^2 e0^2 g
D^2 M h1 c0,102,18,54,0,1,,D^2 M h1^2 c0,,
_M h1^2 e0^2 g,102,19,57,1,-1,,loc,0,M c0 d0 e0^2
D^2 M P h1,102,19,53,0,1,,D^2 M P h1^2,,
D^2 e0^2 g,102,20,56,0,-2,,loc,7,D^2 M h1^8
_M c0 d0 e0^2,102,20,56,1,0,,loc,0,M d0^4
M D h1^2 d0 e0,102,20,56,0,2,,M D h1^3 d0 e0,,
_D^2 h1^2 e0^3,102,21,55,1,-2,,loc,0,D^2 c0 d0^2 e0
M P D c0 e0,102,21,55,0,0,,M P D h1 c0 e0,,
_D^2 M h1^8,102,21,55,1,2,,loc,,
_D^2 c0 d0^2 e0,102,22,54,1,-3,,loc,0,P D^2 d0^2 e0
M D h1^5 c0 g,102,22,58,0,-1,,M D h1^6 c0 g,,
_t M h0 d0^4 + D^2 c0 d0^2 e0,102,22,54,1,1,h,M D P^2 h1 e0,,
D^3 h1^2 d0^2,102,22,54,0,3,,D^3 h1^3 d0^2,,
c0 e0^2 g^3,102,23,61,0,-2,,loc,8,M h1^8 c0 g^2
_D h1 c0 e0^4,102,23,57,1,0,,loc,0,D h1 d0^3 e0^2
D^3 P c0 d0,102,23,53,0,2,,loc,,
M h1^6 e0^3,102,24,60,0,-1,,M h1^7 e0^3,,
e0^6,102,24,60,0,1,,loc,,
_h1^2 d0 e0^5,102,25,59,1,-1,,loc,0,c0 d0^3 e0^3
M D h1^8 c0 e0,102,25,59,0,1,,loc,,
_c0 d0^3 e0^3,102,26,58,1,0,,loc,0,d0^6 e0
_P^2 D^2 h1 c0 d0^2,102,27,53,1,-1,,loc,0,P^3 D^2 h1 d0^2
D c0 d0^5,102,27,57,0,1,,loc,,
_t h0 d0^6 e0,102,28,56,1,0,h,P D h1 d0^5,,
_P^2 D h1^2 d0^3 e0,102,29,55,1,-1,,loc,0,P^3 D c0 d0^2 e0
M P^4 c0 e0,102,29,55,0,1,,loc,,
_P^3 D c0 d0^2 e0,102,30,54,1,-1,,_P^3 D h1 c0 d0^2 e0,0,_t P^2 h0 d0^6
M P^5 e0,102,30,54,0,1,,loc,,
_M P^5 h1^2 d0,102,31,53,1,0,,loc,0,M P^6 c0
_M P^6 c0,102,32,52,1,0,,loc,0,M P^7
P^4 D h1 d0^2 e0,102,33,55,0,0,,loc,,
_P^5 D h1 c0 d0^2,102,35,53,1,-1,,loc,0,P^6 D h1 d0^2
P^3 c0 d0^5,102,35,57,0,1,,loc,,
P^4 d0^5,102,36,56,0,0,,loc,,
_P^5 h1^2 d0^3 e0,102,37,55,1,0,,loc,0,P^6 c0 d0^2 e0
_P^6 c0 d0^2 e0,102,38,54,1,0,,loc,0,P^7 d0^2 e0
P^7 D c0 d0,102,39,53,0,0,,loc,,
P^10 c0 d0,102,47,53,0,0,,loc,,
P^11 d0,102,48,52,0,0,,loc,,
"x103,12",103,12,54,0,0,,"h1 x103,12",,
_M D1 h1^5,103,14,56,1,0,,_M D1 h1^6,,
M D1 h1^6,103,16,58,0,0,,M D1 h1^7,,
_t M h0 e0 g^2,103,18,56,1,0,h,M D h1 e0^2,,
_M D h1^2 d0 e0,103,19,55,1,-2,,loc,4,_D^2 M h1^8
D^2 M h1^2 c0,103,19,55,0,0,,D^2 M h1^3 c0,,
_M^2 P h1^4,103,19,55,1,2,,loc,,
_M P D c0 e0,103,20,54,1,-2,,_M P D h1 c0 e0,0,_t M h0 d0^4 + D^2 c0 d0^2 e0
_t D^2 h0 e0^2 g,103,20,54,1,0,h,D^3 h1 d0 e0,2,D^3 h1^2 d0^2
D^2 M P h1^2,103,20,54,0,2,,D^2 M P h1^3,,
_D^3 h1^2 d0^2,103,21,53,1,-1,,loc,0,D^3 P c0 d0
M D h1^3 d0 e0,103,21,57,0,1,,M D h1^4 d0 e0,,
_c0 e0^2 g^3,103,22,60,1,-1,,loc,0,e0^6
M P D h1 c0 e0,103,22,56,0,1,,M P D h1^2 c0 e0,,
D c0 e0^3 g,103,23,59,0,-3,,loc,8,M D h1^8 c0 e0
M D h1^6 c0 g,103,23,59,0,-1,,M D h1^7 c0 g,,
M D P^2 h1 e0,103,23,55,0,1,,loc,,
D^3 h1^3 d0^2,103,23,55,0,3,,loc,,
_t h0 e0^6,103,24,58,1,0,h,D h1 d0^2 e0^3,,
_D h1^2 d0^3 e0^2,103,25,57,1,-3,,loc,0,D c0 d0^5
M h1^7 e0^3,103,25,61,0,-1,,M h1^8 e0^3,,
P^2 D^3 h1 d0,103,25,53,0,1,,loc,,
M P c0 d0^3,103,25,57,0,3,,loc,,
_D c0 d0^5,103,26,56,1,-1,,_D h1 c0 d0^5,0,_t h0 d0^6 e0
M P^2 d0^3,103,26,56,0,1,,loc,,
_M P^3 h1^2 d0 e0,103,27,55,1,-1,,loc,0,M P^4 c0 e0
P^2 D^2 c0 d0 e0,103,27,55,0,1,,loc,,
_M P^4 c0 e0,103,28,54,1,-1,,loc,0,M P^5 e0
P^3 D^2 d0 e0,103,28,54,0,1,,loc,,
P D h1 d0^5,103,29,57,0,0,,loc,,
_P^3 D h1 c0 d0^2 e0,103,31,55,1,-1,,loc,0,P^4 D h1 d0^2 e0
P c0 d0^5 e0,103,31,59,0,1,,loc,,
P^2 d0^5 e0,103,32,58,0,0,,loc,,
_P^2 h1^2 d0^6,103,33,57,1,0,,loc,0,P^3 c0 d0^5
_P^3 c0 d0^5,103,34,56,1,0,,loc,0,P^4 d0^5
P^5 D c0 d0 e0,103,35,55,0,0,,loc,,
_t P^4 h0 d0^5,103,36,54,1,0,h,P^6 D h1 d0 e0,,
_P^6 D h1^2 d0^2,103,37,53,1,0,,loc,0,P^7 D c0 d0
P^8 D h1 d0,103,41,53,0,0,,loc,,
P^8 c0 d0 e0,103,43,55,0,0,,loc,,
P^9 d0 e0,103,44,54,0,0,,loc,,
_P^9 h1^2 d0^2,103,45,53,1,0,,loc,0,P^10 c0 d0
_P^10 c0 d0,103,46,52,1,0,,loc,0,P^11 d0
"h1 x103,12",104,13,55,0,0,,"h1^2 x103,12",,
_M D1 h1^6,104,15,57,1,0,,_M D1 h1^7,,
M^2 d0,104,16,56,0,0,,M^2 h1 d0,,
_P D D1 h1^2 e0,104,17,55,1,-1,,loc,0,_M^2 P h1^4
M D1 h1^7,104,17,59,0,1,,M D1 h1^8,,
_D^2 M h1^2 c0,104,18,54,1,0,,_D^2 M h1^3 c0,,
M D h1 e0^2,104,19,57,0,0,,M D h1^2 e0^2,,
D^2 M h1^3 c0,104,20,56,0,0,,D^2 M h1^4 c0,,
_M P D h1 c0 e0,104,21,55,1,-3,,loc,0,M D P^2 h1 e0
D^3 h1 d0 e0,104,21,55,0,-1,,loc,2,D^3 h1^3 d0^2
D^2 M P h1^3,104,21,55,0,1,,D^2 M P h1^4,,
M c0 e0^3,104,21,59,0,3,,loc,,
_D c0 e0^3 g,104,22,58,1,-2,,_D h1 c0 e0^3 g,0,_t h0 e0^6
M D h1^4 d0 e0,104,22,58,0,0,,M D h1^5 d0 e0,,
M d0^3 e0,104,22,58,0,2,,loc,,
_D^3 P h1 c0 d0,104,23,53,1,-3,,loc,0,P^2 D^3 h1 d0
_M h1^2 d0^4,104,23,57,1,-1,,loc,0,M P c0 d0^3
M P D h1^2 c0 e0,104,23,57,0,1,,M P D h1^3 c0 e0,,
D^2 c0 d0 e0^2,104,23,57,0,3,,loc,,
_M P c0 d0^3,104,24,56,1,-2,,loc,0,M P^2 d0^3
M D h1^7 c0 g,104,24,60,0,0,,M D h1^8 c0 g,,
D^2 d0^4,104,24,56,0,2,,loc,,
_P D^2 h1^2 d0^2 e0,104,25,55,1,-2,,loc,0,P^2 D^2 c0 d0 e0
D h1 d0^2 e0^3,104,25,59,0,0,,loc,,
_M P^2 D h1^4 d0,104,25,55,1,2,,loc,,
_P^2 D^2 c0 d0 e0,104,26,54,1,-1,,loc,0,P^3 D^2 d0 e0
M h1^8 e0^3,104,26,62,0,1,,loc,,
_D h1 c0 d0^5,104,27,57,1,-1,,loc,0,P D h1 d0^5
c0 d0^2 e0^4,104,27,61,0,1,,loc,,
d0^5 e0^2,104,28,60,0,0,,loc,,
_h1^2 d0^6 e0,104,29,59,1,0,,loc,0,P c0 d0^5 e0
_P c0 d0^5 e0,104,30,58,1,0,,loc,0,P^2 d0^5 e0
P^2 D c0 d0^4,104,31,57,0,0,,loc,,
_t P^2 h0 d0^5 e0,104,32,56,1,0,h,P^3 D h1 d0^4,,
_P^4 D h1^2 d0^2 e0,104,33,55,1,-1,,loc,0,P^5 D c0 d0 e0
P^4 D^2 h1^2 c0 d0,104,33,55,0,1,,loc,,
_P^5 D c0 d0 e0,104,34,54,1,-1,,_P^5 D h1 c0 d0 e0,0,_t P^4 h0 d0^5
P^5 D^2 h1^2 d0,104,34,54,0,1,,loc,,
P^6 D h1 d0 e0,104,37,55,0,0,,loc,,
_P^7 D h1 c0 d0,104,39,53,1,-1,,loc,0,P^8 D h1 d0
P^5 c0 d0^4,104,39,57,0,1,,loc,,
P^6 d0^4,104,40,56,0,0,,loc,,
_P^7 h1^2 d0^2 e0,104,41,55,1,0,,loc,0,P^8 c0 d0 e0
_P^8 c0 d0 e0,104,42,54,1,0,,loc,0,P^9 d0 e0
P^12 c0,104,51,53,0,0,,loc,,
M D1 c0,105,13,57,0,0,,M D1 h1 c0,,
"h1^2 x103,12",105,14,56,0,0,,"h1^3 x103,12",,
_M D1 h1^7,105,16,58,1,0,,_M D1 h1^8,,
M^2 h1 d0,105,17,57,0,0,,M^2 h1^2 d0,,
M D1 h1^8,105,18,60,0,0,,M D1 h1^9,,
_M h1^2 e0 g^2,105,19,59,1,-1,,loc,0,M c0 e0^3
_D^2 M h1^3 c0,105,19,55,1,1,,_D^2 M h1^4 c0,,
_M c0 e0^3,105,20,58,1,-1,,loc,0,M d0^3 e0
M D h1^2 e0^2,105,20,58,0,1,,M D h1^3 e0^2,,
