name,stem,Adams filtration,weight,cell,shift,h1info,h1target,drinfo,drtarget
_D^2 h1^2 e0^2 g,105,21,57,1,-2,,loc,0,D^2 c0 d0 e0^2
D^2 M h1^4 c0,105,21,57,0,0,,D^2 M h1^5 c0,,
M D c0 d0^2,105,21,57,0,2,,loc,,
_D^2 c0 d0 e0^2,105,22,56,1,-2,,loc,0,D^2 d0^4
_t M h0 d0^3 e0 + D^2 c0 d0 e0^2,105,22,56,1,0,h,M P D h1 d0^2,,
D^2 M P h1^4,105,22,56,0,2,,D^2 M P h1^5,,
_D h1 c0 e0^3 g,105,23,59,1,-3,,loc,0,D h1 d0^2 e0^3
_M D P^2 h1^2 e0,105,23,55,1,-1,,loc,0,_M P^2 D h1^4 d0
M D h1^5 d0 e0,105,23,59,0,1,,M D h1^6 d0 e0,,
D^3 P c0 e0,105,23,55,0,3,,loc,,
e0^5 g,105,24,62,0,-2,,loc,8,M h1^8 e0^3
M P D h1^3 c0 e0,105,24,58,0,0,,M P D h1^4 c0 e0,,
_t D^2 h0 d0^4,105,24,54,1,2,h,P^2 D^3 h1 e0,,
_h1^2 e0^6,105,25,61,1,-1,,loc,0,c0 d0^2 e0^4
M D h1^8 c0 g,105,25,61,0,1,,loc,,
_c0 d0^2 e0^4,105,26,60,1,0,,loc,0,d0^5 e0^2
D c0 d0^4 e0,105,27,59,0,0,,loc,,
_t h0 d0^5 e0^2,105,28,58,1,0,h,P D h1 d0^4 e0,,
_P D h1^2 d0^5,105,29,57,1,-1,,loc,0,P^2 D c0 d0^4
M P^3 c0 d0^2,105,29,57,0,1,,loc,,
_P^2 D c0 d0^4,105,30,56,1,-1,,_P^2 D h1 c0 d0^4,0,_t P^2 h0 d0^5 e0
M P^4 d0^2,105,30,56,0,1,,loc,,
_M P^5 h1^2 e0,105,31,55,1,-1,,loc,0,P^4 D^2 h1^2 c0 d0
_P^3 D^2 h1^4 d0^2,105,31,55,1,1,,loc,,
_P^4 D^2 h1^2 c0 d0,105,32,54,1,0,,loc,0,P^5 D^2 h1^2 d0
P^3 D h1 d0^4,105,33,57,0,0,,loc,,
_P^5 D h1 c0 d0 e0,105,35,55,1,-1,,loc,0,P^6 D h1 d0 e0
P^3 c0 d0^4 e0,105,35,59,0,1,,loc,,
P^4 d0^4 e0,105,36,58,0,0,,loc,,
_P^4 h1^2 d0^5,105,37,57,1,0,,loc,0,P^5 c0 d0^4
_P^5 c0 d0^4,105,38,56,1,0,,loc,0,P^6 d0^4
P^7 D c0 e0,105,39,55,0,0,,loc,,
_t P^6 h0 d0^4,105,40,54,1,0,h,P^8 D h1 e0,,
P^10 c0 e0,105,47,55,0,0,,loc,,
P^11 e0,105,48,54,0,0,,loc,,
P^13 h1,105,53,53,0,0,,loc,,
"_h1^2 x103,12",106,13,55,1,0,,"_h1^3 x103,12",,
M D1 h1 c0,106,14,58,0,0,,M D1 h1^2 c0,,
"h1^3 x103,12",106,15,57,0,-1,,"h1^4 x103,12",,
M D1 P h1,106,15,57,0,1,,M D1 P h1^2,,
_M D1 h1^8,106,17,59,1,0,,_M D1 h1^9,,
_t M h0 g^3,106,18,58,1,-1,h,M D h1 e0 g,2,M D h1^2 e0^2
M^2 h1^2 d0,106,18,58,0,1,,loc,,
_M D h1^2 e0^2,106,19,57,1,-2,,loc,0,M D c0 d0^2
M D1 h1^9,106,19,61,0,0,,M D1 h1^10,,
M^2 P c0,106,19,57,0,2,,loc,,
_M D c0 d0^2,106,20,56,1,-3,,_M D h1 c0 d0^2,0,_t M h0 d0^3 e0 + D^2 c0 d0 e0^2
_t D^2 h0 e0 g^2,106,20,56,1,-1,h,D^3 h1 e0^2,4,D^2 M P h1^4
_D^2 M h1^4 c0,106,20,56,1,1,,_D^2 M h1^5 c0,,
M^2 P^2,106,20,56,0,3,,loc,,
_D^3 h1^2 d0 e0,106,21,55,1,-2,,loc,0,D^3 P c0 e0
_D^2 M P h1^4,106,21,55,1,0,,_D^2 M P h1^5,,
M D h1^3 e0^2,106,21,59,0,2,,loc,,
_D^3 P c0 e0,106,22,54,1,-1,,_D^3 P h1 c0 e0,0,_t D^2 h0 d0^4
D^2 M h1^5 c0,106,22,58,0,1,,D^2 M h1^6 c0,,
D c0 e0^2 g^2,106,23,61,0,-2,,loc,8,M D h1^8 c0 g
M P D h1 d0^2,106,23,57,0,0,,loc,,
D^2 M P h1^5,106,23,57,0,2,,loc,,
M D h1^6 d0 e0,106,24,60,0,-1,,M D h1^7 d0 e0,,
_t h0 e0^5 g,106,24,60,1,1,h,D h1 d0 e0^4,,
_D h1^2 d0^2 e0^3,106,25,59,1,-3,,loc,0,D c0 d0^4 e0
M P D h1^4 c0 e0,106,25,59,0,-1,,loc,,
P^2 D^3 h1 e0,106,25,55,0,1,,loc,,
M P c0 d0^2 e0,106,25,59,0,3,,loc,,
_D c0 d0^4 e0,106,26,58,1,-1,,_D h1 c0 d0^4 e0,0,_t h0 d0^5 e0^2
M P^2 d0^2 e0,106,26,58,0,1,,loc,,
_M P^2 h1^2 d0^3,106,27,57,1,-1,,loc,0,M P^3 c0 d0^2
P D^2 c0 d0^3,106,27,57,0,1,,loc,,
_M P^3 c0 d0^2,106,28,56,1,-1,,loc,0,M P^4 d0^2
P^2 D^2 d0^3,106,28,56,0,1,,loc,,
_P^3 D^2 h1^2 d0 e0,106,29,55,1,-1,,loc,0,_P^3 D^2 h1^4 d0^2
P D h1 d0^4 e0,106,29,59,0,1,,loc,,
_P^2 D h1 c0 d0^4,106,31,57,1,-1,,loc,0,P^3 D h1 d0^4
c0 d0^7,106,31,61,0,1,,loc,,
P d0^7,106,32,60,0,0,,loc,,
_P^2 h1^2 d0^5 e0,106,33,59,1,0,,loc,0,P^3 c0 d0^4 e0
_P^3 c0 d0^4 e0,106,34,58,1,0,,loc,0,P^4 d0^4 e0
P^4 D c0 d0^3,106,35,57,0,0,,loc,,
_t P^4 h0 d0^4 e0,106,36,56,1,0,h,P^5 D h1 d0^3,,
_P^6 D h1^2 d0 e0,106,37,55,1,-1,,loc,0,P^7 D c0 e0
_M P^7 h1^4,106,37,55,1,1,,loc,,
_P^7 D c0 e0,106,38,54,1,0,,_P^7 D h1 c0 e0,0,_t P^6 h0 d0^4
P^8 D h1 e0,106,41,55,0,0,,loc,,
P^7 c0 d0^3,106,43,57,0,0,,loc,,
P^8 d0^3,106,44,56,0,0,,loc,,
_P^9 h1^2 d0 e0,106,45,55,1,0,,loc,0,P^10 c0 e0
_P^10 c0 e0,106,46,54,1,0,,loc,0,P^11 e0
"_h1^3 x103,12",107,14,56,1,0,,"_h1^4 x103,12",,
M D1 h1^2 c0,107,15,59,0,0,,M D1 h1^3 c0,,
M^2 e0,107,16,58,0,-2,,loc,2,M^2 h1^2 d0
"h1^4 x103,12",107,16,58,0,0,,"h1^5 x103,12",,
M D1 P h1^2,107,16,58,0,2,,M D1 P h1^3,,
_M^2 h1^2 d0,107,17,57,1,0,,loc,0,M^2 P c0
_M^2 P c0,107,18,56,1,-2,,loc,0,M^2 P^2
_M D1 h1^9,107,18,60,1,0,,_M D1 h1^10,,
M D^2 d0,107,18,56,0,2,,M D^2 h1 d0,,
M D h1 e0 g,107,19,59,0,0,,loc,2,M D h1^3 e0^2
M D1 h1^10,107,20,62,0,0,,M D1 h1^11,,
_M D h1 c0 d0^2,107,21,57,1,-3,,loc,0,M P D h1 d0^2
D^3 h1 e0^2,107,21,57,0,-1,,loc,4,D^2 M P h1^5
_D^2 M h1^5 c0,107,21,57,1,1,,_D^2 M h1^6 c0,,
M c0 e0^2 g,107,21,61,0,3,,M h1 c0 e0^2 g,,
_D c0 e0^2 g^2,107,22,60,1,-2,,_D h1 c0 e0^2 g^2,0,_t h0 e0^5 g
_D^2 M P h1^5,107,22,56,1,0,,_D^2 M P h1^6,,
M d0^2 e0^2,107,22,60,0,2,,loc,,
D^2 c0 e0^3,107,23,59,0,-3,,loc,4,M P D h1^4 c0 e0
_D^3 P h1 c0 e0,107,23,55,1,-1,,loc,0,P^2 D^3 h1 e0
_M h1^2 d0^3 e0,107,23,59,1,1,,loc,0,M P c0 d0^2 e0
D^2 M h1^6 c0,107,23,59,0,3,,D^2 M h1^7 c0,,
_M P c0 d0^2 e0,107,24,58,1,-1,,loc,0,M P^2 d0^2 e0
D^2 d0^3 e0,107,24,58,0,1,,loc,,
_D^2 h1^2 d0^4,107,25,57,1,-3,,loc,0,P D^2 c0 d0^3
M D h1^7 d0 e0,107,25,61,0,-1,,M D h1^8 d0 e0,,
D h1 d0 e0^4,107,25,61,0,1,,loc,,
M P^2 D c0 d0,107,25,57,0,3,,loc,,
_P D^2 c0 d0^3,107,26,56,1,0,,loc,0,P^2 D^2 d0^3
_D h1 c0 d0^4 e0,107,27,59,1,-2,,loc,0,P D h1 d0^4 e0
_P^2 D^3 h1^4 d0,107,27,55,1,0,,loc,,
c0 d0 e0^5,107,27,63,0,2,,loc,,
d0^4 e0^3,107,28,62,0,0,,loc,,
_h1^2 d0^5 e0^2,107,29,61,1,0,,loc,0,c0 d0^7
_c0 d0^7,107,30,60,1,0,,loc,0,P d0^7
P^2 D c0 d0^3 e0,107,31,59,0,0,,loc,,
_t P h0 d0^7,107,32,58,1,0,h,P^3 D h1 d0^3 e0,,
_P^3 D h1^2 d0^4,107,33,57,1,-1,,loc,0,P^4 D c0 d0^3
M P^5 c0 d0,107,33,57,0,1,,loc,,
_P^4 D c0 d0^3,107,34,56,1,-1,,_P^4 D h1 c0 d0^3,0,_t P^4 h0 d0^4 e0
M P^6 d0,107,34,56,0,1,,loc,,
_P^5 D^2 h1^4 d0,107,35,55,1,0,,loc,0,_M P^7 h1^4
P^5 D h1 d0^3,107,37,57,0,0,,loc,,
_P^7 D h1 c0 e0,107,39,55,1,-1,,loc,0,P^8 D h1 e0
P^5 c0 d0^3 e0,107,39,59,0,1,,loc,,
P^6 d0^3 e0,107,40,58,0,0,,loc,,
_P^6 h1^2 d0^4,107,41,57,1,0,,loc,0,P^7 c0 d0^3
_P^7 c0 d0^3,107,42,56,1,0,,loc,0,P^8 d0^3
_P^8 D h1^4 d0,107,43,55,1,0,,loc,,
_P^11 h1^4 d0,107,51,55,1,0,,loc,,
_P^12 h1^2 c0,107,52,54,1,0,,loc,,
_M D1 h1^2 c0,108,14,58,1,0,,_M D1 h1^3 c0,,
"_h1^4 x103,12",108,15,57,1,0,,"_h1^5 x103,12",,
M D1 h1^3 c0,108,16,60,0,0,,M D1 h1^4 c0,,
"h1^5 x103,12",108,17,59,0,-1,,"h1^6 x103,12",,
M D1 P h1^3,108,17,59,0,1,,M D1 P h1^4,,
_M D1 h1^10,108,19,61,1,-1,,_M D1 h1^11,,
M D^2 h1 d0,108,19,57,0,1,,M D^2 h1^2 d0,,
_M c0 e0^2 g,108,20,60,1,0,,loc,0,M d0^2 e0^2
M D1 h1^11,108,21,63,0,-1,,M D1 h1^12,,
M D c0 d0 e0,108,21,59,0,1,,loc,,
_D^2 c0 e0^3,108,22,58,1,-3,,loc,0,D^2 d0^3 e0
_D^2 M h1^6 c0,108,22,58,1,-1,,_D^2 M h1^7 c0,,
M h1 c0 e0^2 g,108,22,62,0,1,,M h1^2 c0 e0^2 g,,
_t M h0 d0^2 e0^2 + D^2 c0 e0^3,108,22,58,1,3,h,M P D h1 d0 e0,,
_D h1 c0 e0^2 g^2,108,23,61,1,-3,,loc,0,D h1 d0 e0^4
_M P D h1^2 d0^2,108,23,57,1,-1,,loc,0,M P^2 D c0 d0
_D^2 M P h1^6,108,23,57,1,1,,_D^2 M P h1^7,,
D^3 c0 d0^2,108,23,57,0,3,,loc,,
e0^4 g^2,108,24,64,0,-2,,h1 e0^4 g^2,,
D^2 M h1^7 c0,108,24,60,0,0,,D^2 M h1^8 c0,,
_t D^2 h0 d0^3 e0,108,24,56,1,2,h,P D^3 h1 d0^2,,
_P^2 D^3 h1^2 e0,108,25,55,1,-1,,loc,0,_P^2 D^3 h1^4 d0
_h1^2 e0^5 g,108,25,63,1,1,,loc,0,c0 d0 e0^5
_c0 d0 e0^5,108,26,62,1,-1,,loc,0,d0^4 e0^3
M D h1^8 d0 e0,108,26,62,0,1,,M D h1^9 d0 e0,,
D c0 d0^3 e0^2,108,27,61,0,-1,,loc,,
M P^3 D h1 d0,108,27,57,0,1,,loc,,
_t h0 d0^4 e0^3,108,28,60,1,0,h,D h1 d0^6,,
_P D h1^2 d0^4 e0,108,29,59,1,-1,,loc,0,P^2 D c0 d0^3 e0
M P^3 c0 d0 e0,108,29,59,0,1,,loc,,
_P^2 D c0 d0^3 e0,108,30,58,1,-1,,_P^2 D h1 c0 d0^3 e0,0,_t P h0 d0^7
M P^4 d0 e0,108,30,58,0,1,,loc,,
_M P^4 h1^2 d0^2,108,31,57,1,-1,,loc,0,M P^5 c0 d0
P^3 D^2 c0 d0^2,108,31,57,0,1,,loc,,
_M P^5 c0 d0,108,32,56,1,-1,,loc,0,M P^6 d0
P^4 D^2 d0^2,108,32,56,0,1,,loc,,
P^3 D h1 d0^3 e0,108,33,59,0,0,,loc,,
_P^4 D h1 c0 d0^3,108,35,57,1,-1,,loc,0,P^5 D h1 d0^3
P^2 c0 d0^6,108,35,61,0,1,,loc,,
P^3 d0^6,108,36,60,0,0,,loc,,
_P^4 h1^2 d0^4 e0,108,37,59,1,0,,loc,0,P^5 c0 d0^3 e0
_P^5 c0 d0^3 e0,108,38,58,1,0,,loc,0,P^6 d0^3 e0
P^6 D c0 d0^2,108,39,57,0,0,,loc,,
_t P^6 h0 d0^3 e0,108,40,56,1,0,h,P^7 D h1 d0^2,,
_P^8 D h1^2 e0,108,41,55,1,0,,loc,0,_P^8 D h1^4 d0
P^9 c0 d0^2,108,47,57,0,0,,loc,,
P^10 d0^2,108,48,56,0,0,,loc,,
_P^11 h1^2 e0,108,49,55,1,0,,loc,0,_P^11 h1^4 d0
"x109,13",109,13,57,0,0,,"h1 x109,13",,
_t M D1 P h2,109,14,56,1,0,h,"x110,15",,
_M D1 h1^3 c0,109,15,59,1,0,,_M D1 h1^4 c0,,
"_h1^5 x103,12",109,16,58,1,0,,"_h1^6 x103,12",,
M D1 h1^4 c0,109,17,61,0,0,,M D1 h1^5 c0,,
"h1^6 x103,12",109,18,60,0,-1,,loc,,
M D1 P h1^4,109,18,60,0,1,,loc,,
_M D h1^2 e0 g,109,19,59,1,-1,,loc,0,M D c0 d0 e0
P D D1 c0 e0,109,19,59,0,1,,loc,,
_M D c0 d0 e0,109,20,58,1,-3,,_M D h1 c0 d0 e0,0,_t M h0 d0^2 e0^2 + D^2 c0 e0^3
_M D1 h1^11,109,20,62,1,-1,,_M D1 h1^12,,
M D^2 h1^2 d0,109,20,58,0,1,,loc,,
P^2 D D1 e0,109,20,58,0,3,,loc,,
_D^3 h1^2 e0^2,109,21,57,1,-1,,loc,0,D^3 c0 d0^2
D^2 M P c0,109,21,57,0,1,,D^2 M P h1 c0,,
_D^3 c0 d0^2,109,22,56,1,-1,,_D^3 h1 c0 d0^2,0,_t D^2 h0 d0^3 e0
M D1 h1^12,109,22,64,0,1,,M D1 h1^13,,
_D^2 M h1^7 c0,109,23,59,1,-2,,_D^2 M h1^8 c0,,
M h1^2 c0 e0^2 g,109,23,63,0,0,,loc,,
M P D h1 d0 e0,109,23,59,0,2,,loc,,
_t h0 e0^4 g^2,109,24,62,1,-1,h,D h1 e0^5,8,M D h1^8 d0 e0
_D^2 M P h1^7,109,24,58,1,1,,_D^2 M P h1^8,,
_D h1^2 d0 e0^4,109,25,61,1,-5,,loc,0,D c0 d0^3 e0^2
_M P^2 D h1 c0 d0,109,25,57,1,-3,,loc,0,M P^3 D h1 d0
h1 e0^4 g^2,109,25,65,0,-1,,h1^2 e0^4 g^2,,
D^2 M h1^8 c0,109,25,61,0,1,,loc,,
P D^3 h1 d0^2,109,25,57,0,3,,loc,,
M c0 d0^4,109,25,61,0,5,,loc,,
_D c0 d0^3 e0^2,109,26,60,1,-1,,_D h1 c0 d0^3 e0^2,0,_t h0 d0^4 e0^3
M P d0^4,109,26,60,0,1,,loc,,
_M P^2 h1^2 d0^2 e0,109,27,59,1,-2,,loc,0,M P^3 c0 d0 e0
P D^2 c0 d0^2 e0,109,27,59,0,0,,loc,,
M D h1^9 d0 e0,109,27,63,0,2,,loc,,
_M P^3 c0 d0 e0,109,28,58,1,-1,,loc,0,M P^4 d0 e0
P^2 D^2 d0^2 e0,109,28,58,0,1,,loc,,
_P^2 D^2 h1^2 d0^3,109,29,57,1,-1,,loc,0,P^3 D^2 c0 d0^2
D h1 d0^6,109,29,61,0,1,,loc,,
_P^3 D^2 c0 d0^2,109,30,56,1,0,,loc,0,P^4 D^2 d0^2
_P^2 D h1 c0 d0^3 e0,109,31,59,1,-1,,loc,0,P^3 D h1 d0^3 e0
c0 d0^6 e0,109,31,63,0,1,,loc,,
P d0^6 e0,109,32,62,0,0,,loc,,
_P h1^2 d0^7,109,33,61,1,0,,loc,0,P^2 c0 d0^6
_P^2 c0 d0^6,109,34,60,1,0,,loc,0,P^3 d0^6
P^4 D c0 d0^2 e0,109,35,59,0,0,,loc,,
_t P^3 h0 d0^6,109,36,58,1,0,h,P^5 D h1 d0^2 e0,,
_P^5 D h1^2 d0^3,109,37,57,1,-1,,loc,0,P^6 D c0 d0^2
M P^7 c0,109,37,57,0,1,,loc,,
_P^6 D c0 d0^2,109,38,56,1,0,,_P^6 D h1 c0 d0^2,0,_t P^6 h0 d0^3 e0
P^7 D h1 d0^2,109,41,57,0,0,,loc,,
P^7 c0 d0^2 e0,109,43,59,0,0,,loc,,
P^8 d0^2 e0,109,44,58,0,0,,loc,,
_P^8 h1^2 d0^3,109,45,57,1,0,,loc,0,P^9 c0 d0^2
_P^9 c0 d0^2,109,46,56,1,0,,loc,0,P^10 d0^2
_P^13 h1^4,109,55,55,1,0,,loc,,
"h1 x109,13",110,14,58,0,0,,loc,,
"x110,15",110,15,57,0,0,,loc,,
M^2 g,110,16,60,0,-1,,loc,3?,M D1 P h1^4
M^2 g again,110,16,60,0,-1,,,7?,"h1^6 x103,12"
_M D1 h1^4 c0,110,16,60,1,1,,loc,,
_M^2 h1^2 e0,110,17,59,1,-2,,loc,0,P D D1 c0 e0
_M D1 P h1^4,110,17,59,1,0,,loc,,
"_h1^6 x103,12",110,17,59,1,2,,loc,,
M D^2 e0,110,18,58,0,-2,,loc,2,M D^2 h1^2 d0
_P D D1 c0 e0,110,18,58,1,0,,loc,0,P^2 D D1 e0
M D1 h1^5 c0,110,18,62,0,2,,loc,,
M c0 e0 g^2,110,21,63,0,-2,,loc,2,M h1^2 c0 e0^2 g
_M D h1 c0 d0 e0,110,21,59,1,0,,loc,0,M P D h1 d0 e0
_M D1 h1^12,110,21,63,1,2,,loc,,
D^2 M P h1 c0,110,22,58,0,-1,,loc,,
M d0 e0^3,110,22,62,0,1,,loc,,
D^2 c0 e0^2 g,110,23,61,0,-4,,loc,8,D^2 M h1^8 c0
_D^3 h1 c0 d0^2,110,23,57,1,-2,,loc,0,P D^3 h1 d0^2
_M h1^2 d0^2 e0^2,110,23,61,1,0,,loc,0,M c0 d0^4
M D1 h1^13,110,23,65,0,2,,loc,,
D^2 M P^2 h1,110,23,57,0,4,,loc,,
_M c0 d0^4,110,24,60,1,-2,,loc,0,M P d0^4
_D^2 M h1^8 c0,110,24,60,1,0,,loc,,
D^2 d0^2 e0^2,110,24,60,0,2,,loc,,
_D^2 h1^2 d0^3 e0,110,25,59,1,-3,,loc,0,P D^2 c0 d0^2 e0
D h1 e0^5,110,25,63,0,-1,,loc,8,M D h1^9 d0 e0
_D^2 M P h1^8,110,25,59,1,1,,loc,,
M P^2 D c0 e0,110,25,59,1,3,,loc,,
_P D^2 c0 d0^2 e0,110,26,58,1,-2,,loc,0,P^2 D^2 d0^2 e0
h1^2 e0^4 g^2,110,26,66,0,0,,loc,,
_t M P h0 d0^4,110,26,58,1,2,,,,
_D h1 c0 d0^3 e0^2,110,27,61,1,-2,,loc,0,D h1 d0^6
P^2 D^3 c0 d0,110,27,57,0,0,,loc,,
c0 e0^6,110,27,65,0,2,,loc,,
d0^3 e0^4,110,28,64,0,0,,loc,,
_h1^2 d0^4 e0^3,110,29,63,1,0,,loc,0,c0 d0^6 e0
_c0 d0^6 e0,110,30,62,1,0,,loc,0,P d0^6 e0
P D c0 d0^5,110,31,61,0,0,,loc,,
_t P h0 d0^6 e0,110,32,60,1,0,,,,
_P^3 D h1^2 d0^3 e0,110,33,59,1,-1,,loc,0,P^4 D c0 d0^2 e0
M P^5 c0 e0,110,33,59,0,1,,loc,,
_P^4 D c0 d0^2 e0,110,34,58,1,-1,,loc,0,_t P^3 h0 d0^6
M P^6 e0,110,34,58,0,1,,loc,,
_M P^6 h1^2 d0,110,35,57,1,0,,loc,0,M P^7 c0
P^5 D h1 d0^2 e0,110,37,59,0,0,,loc,,
_P^6 D h1 c0 d0^2,110,39,57,1,-2,,loc,0,P^7 D h1 d0^2
M P^8 h1,110,39,57,0,0,,loc,,
P^4 c0 d0^5,110,39,61,0,2,,loc,,
P^5 d0^5,110,40,60,0,0,,loc,,
_P^6 h1^2 d0^3 e0,110,41,59,1,0,,loc,0,P^7 c0 d0^2 e0
_P^7 c0 d0^2 e0,110,42,58,1,0,,loc,0,P^8 d0^2 e0
P^8 D c0 d0,110,43,57,0,0,,loc,,
P^11 c0 d0,110,51,57,0,0,,loc,,
P^12 d0,110,52,56,0,0,,loc,,